#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_166,9,1,22771,2145,2530,9
C_1660,27,2,28427,6438,1053,23
C_1661,16,1,10535,2900,658,28
C_1662,1,4,510,60,510,12
C_1663,9,2,15132,2099,1681,14
C_1664,5,1,5187,1314,1037,25
C_1665,1,2,2186,722,2186,33
C_1666,5,1,5187,1314,1037,25
C_1667,6,1,4543,1764,757,39
C_1668,16,4,9950,4027,622,40
C_1669,5,5,442518,70748,88504,16
C_167,13,3,3607,897,277,25
C_1670,10,4,10460,4827,1046,46
C_1671,1,1,2760,47,2760,2
C_1672,2,1,2312,113,1156,5
C_1673,1,3,81,9,81,11
C_1674,1,4,336,71,336,21
C_1675,5,2,785,187,157,24
C_1676,20,5,46572,7747,2329,17
C_1677,11,3,18501,5707,1682,31
C_1678,19,5,37566,13318,1977,35
C_1679,9,5,11547,1730,1283,15
C_168,22,2,20750,3723,943,18
C_1680,15,4,8877,1637,592,18
C_1681,4,2,1274,74,319,6
C_1682,1,1,722,126,722,17
C_1683,5,5,4143,657,829,16
C_1684,13,5,4804,1503,370,31
C_1685,2,5,566,325,283,57
C_1686,15,4,27357,9633,1824,35
C_1687,3,3,2100,392,700,19
C_1688,8,1,10200,1976,1275,19
C_1689,1,3,374,6,374,2
C_169,3,4,1811,179,604,10
C_1690,23,1,43916,10333,1909,24
C_1691,8,3,4086,494,511,12
C_1692,1,2,179,59,179,33
C_1693,17,3,15504,3948,912,25
C_1694,28,4,43945,9766,1569,22
C_1695,17,2,29408,9013,1730,31
C_1696,12,1,11191,1856,933,17
C_1697,20,1,23834,3695,1192,16
C_1698,21,2,49337,7370,2349,15
C_1699,10,4,3726,734,373,20
C_17,27,1,22899,6446,848,28
C_170,10,1,4433,767,443,17
C_1700,22,3,22658,3236,1030,14
C_1701,5,1,777,110,155,14
C_1702,15,4,17915,2865,1194,16
C_1703,18,1,14396,1352,800,9
C_1704,2,5,1940,364,970,19
C_1705,1,2,2186,722,2186,33
C_1706,11,4,47387,10360,4308,22
C_1707,1,4,970,50,970,5
C_1708,12,3,6647,1146,554,17
C_1709,1,2,10416,307,10416,3
C_171,20,3,13908,4006,695,29
C_1710,1,2,744,25,744,3
C_1711,22,5,21960,2785,998,13
C_1712,8,4,6569,1088,821,17
C_1713,16,1,16848,2904,1053,17
C_1714,13,1,74213,20432,5709,28
C_1715,9,3,13512,1593,1501,12
C_1716,4,3,8821,2770,2205,31
C_1717,1,1,1479,208,1479,14
C_1718,17,2,10279,2166,605,21
C_1719,1,1,250,39,250,15
C_172,3,4,1707,410,569,24
C_1720,8,5,4633,789,579,17
C_1721,1,1,673,219,673,33
C_1722,2,5,1966,319,983,16
C_1723,1,2,72,12,72,17
C_1724,7,1,13902,1488,1986,11
C_1725,1,2,570,179,570,31
C_1726,31,3,48636,7679,1569,16
C_1727,1,1,7980,1126,7980,14
C_1728,12,1,12096,3015,1008,25
C_1729,12,1,6412,790,534,12
C_173,6,2,11727,3335,1955,28
C_1730,8,4,6634,2205,829,33
C_1731,4,1,3170,521,793,16
C_1732,5,3,15135,1075,3027,7
C_1733,8,4,9209,2374,1151,26
C_1734,4,5,6780,1835,1695,27
C_1735,1,4,1344,77,1344,6
C_1736,2,5,1155,165,578,14
C_1737,16,4,11240,1701,703,15
C_1738,1,1,100,13,100,13
C_1739,23,3,12658,1375,550,11
C_174,2,3,202,76,101,37
C_1740,19,1,39180,6411,2062,16
C_1741,32,1,61003,13677,1906,22
C_1742,1,4,90,76,90,84
C_1743,9,4,5412,1696,601,31
C_1744,8,4,9063,1225,1133,14
C_1745,9,3,11146,2095,1238,19
C_1746,2,5,280,24,140,8
C_1747,11,3,18804,4453,1709,24
C_1748,6,1,48520,13742,8087,28
C_1749,4,1,3799,742,950,20
C_175,29,2,68276,8542,2354,13
C_1750,5,4,4186,764,837,18
C_1751,11,3,9432,1207,857,13
C_1752,1,1,128,42,128,33
C_1753,1,1,2320,259,2320,11
C_1754,6,1,22437,4611,3740,21
C_1755,6,5,4179,1079,697,26
C_1756,2,5,5402,2217,2701,41
C_1757,2,5,2238,132,1119,6
C_1758,3,4,6058,1620,2019,27
C_1759,3,2,6923,1897,2308,27
C_176,27,2,73589,15549,2726,21
C_1760,12,1,10195,2160,850,21
C_1761,11,4,3256,738,296,23
C_1762,2,4,498,80,249,16
C_1763,4,4,1234,385,309,31
C_1764,11,4,6178,1256,562,20
C_1765,2,5,306,30,153,10
C_1766,8,3,5885,1486,736,25
C_1767,6,1,157644,19786,26274,13
C_1768,1,3,594,6,594,1
C_1769,7,1,54063,15622,7723,29
C_177,15,1,23843,3565,1590,15
C_1770,6,5,5430,602,905,11
C_1771,3,1,2084,993,695,48
C_1772,4,5,3867,448,967,12
C_1773,8,1,9679,2027,1210,21
C_1774,22,4,26866,6182,1221,23
C_1775,12,1,16344,3369,1362,21
C_1776,3,4,2093,428,698,20
C_1777,5,3,9034,3143,1807,35
C_1778,5,3,6568,1128,1314,17
C_1779,2,3,1652,91,826,6
C_178,27,1,49015,6157,1815,13
C_1780,3,5,5647,343,1882,6
C_1781,10,5,14021,3255,1402,23
C_1782,1,2,1429,346,1429,24
C_1783,14,4,18186,4293,1299,24
C_1784,9,1,81366,8785,9041,11
C_1785,20,1,64295,13151,3215,20
C_1786,13,5,25125,4142,1933,16
C_1787,2,5,7285,507,3643,7
C_1788,21,2,13906,2198,662,16
C_1789,3,1,730,71,243,10
C_179,16,1,96113,20196,6007,21
C_1790,9,4,8943,1797,994,20
C_1791,1,2,180,70,180,39
C_1792,21,3,33715,4299,1605,13
C_1793,4,1,17044,2781,4261,16
C_1794,22,2,60470,10091,2749,17
C_1795,5,5,37195,7931,7439,21
C_1796,9,4,2419,567,269,23
C_1797,7,4,8452,2461,1207,29
C_1798,9,1,5142,1348,571,26
C_1799,3,5,4781,878,1594,18
C_18,15,1,11810,1150,787,10
C_180,30,1,88939,14199,2965,16
C_1800,7,1,131185,13291,18741,10
C_1801,2,5,595,26,298,4
C_1802,15,3,28425,4961,1895,17
C_1803,7,1,8978,1555,1283,17
C_1804,1,1,170,94,170,55
C_1805,2,5,200738,31731,100369,16
C_1806,10,1,14525,3123,1453,21
C_1807,5,5,2447,320,489,13
C_1808,3,5,48750,8113,16250,17
C_1809,2,5,819,315,410,38
C_181,8,3,3496,1205,437,34
C_1810,2,5,819,315,410,38
C_1811,2,5,875,335,438,38
C_1812,3,1,920,44,307,5
C_1813,2,3,236,20,118,8
C_1814,2,5,1430,740,715,52
C_1815,3,5,1142,385,381,34
C_1816,22,4,11240,2791,511,25
C_1817,4,3,2797,356,699,13
C_1818,21,3,17307,2914,824,17
C_1819,4,3,3298,517,825,16
C_182,36,4,23484,4904,652,21
C_1820,1,2,954,362,954,38
C_1821,2,5,280,24,140,8
C_1822,2,5,280,24,140,8
C_1823,12,1,16344,3372,1362,21
C_1824,5,4,871,256,174,29
C_1825,3,3,4307,465,1436,11
C_1826,21,3,41850,7011,1993,17
C_1827,13,3,5990,1362,461,23
C_1828,3,1,1473,192,491,13
C_1829,1,3,918,579,918,63
C_183,2,1,6250,641,3125,10
C_1830,3,5,17512,10320,5837,59
C_1831,13,3,8017,1698,617,21
C_1832,32,3,108712,10713,3397,10
C_1833,21,1,28529,5931,1359,21
C_1834,28,1,186480,47051,6660,25
C_1835,6,2,607,103,101,17
C_1836,11,1,6867,2059,624,30
C_1837,12,3,6495,938,541,14
C_1838,6,4,5824,1576,971,27
C_1839,8,4,4168,492,521,12
C_184,9,1,80556,3528,8951,4
C_1840,24,5,34531,9352,1439,27
C_1841,12,3,4796,785,400,16
C_1842,10,1,14710,1405,1471,10
C_1843,1,1,495,20,495,4
C_1844,14,3,10913,1393,780,13
C_1845,8,1,3772,870,472,23
C_1846,4,5,4602,1335,1151,29
C_1847,4,2,2221,130,555,6
C_1848,2,2,13403,2483,6702,19
C_1849,6,1,1954,469,326,24
C_185,16,5,30251,8232,1891,27
C_1850,22,1,19285,4699,877,24
C_1851,20,1,11622,2056,581,18
C_1852,14,1,7705,2043,550,27
C_1853,1,4,704,67,704,10
C_1854,4,2,557,277,139,50
C_1855,11,1,72159,13961,6560,19
C_1856,4,4,3486,396,872,11
C_1857,20,4,18635,4523,932,24
C_1858,9,2,2956,682,328,23
C_1859,12,5,7313,1323,609,18
C_186,17,1,39469,5000,2322,13
C_1860,28,3,42515,7949,1518,19
C_1861,3,4,400,76,133,19
C_1862,4,1,3204,923,801,29
C_1863,18,3,6553,1070,364,16
C_1864,22,1,46584,8649,2117,19
C_1865,11,4,6043,1227,549,20
C_1866,6,1,2679,478,447,18
C_1867,16,1,22677,4608,1417,20
C_1868,3,3,3028,429,1009,14
C_1869,9,1,3003,273,334,9
C_187,9,2,5964,1537,663,26
C_1870,19,1,92760,15342,4882,17
C_1871,20,3,24703,5382,1235,22
C_1872,36,5,28263,5876,785,21
C_1874,21,1,11674,3168,556,27
C_1875,4,5,1476,154,369,10
C_1876,16,4,9174,3150,573,34
C_1877,11,5,1551,557,141,36
C_1878,27,5,3169,977,117,31
C_1879,17,4,71189,27760,4188,39
C_188,10,1,21998,3475,2200,16
C_1880,6,1,50772,5891,8462,12
C_1881,11,1,2541,407,231,16
C_1882,5,3,1614,368,323,23
C_1883,6,3,44686,5096,7448,11
C_1884,5,5,2395,1476,479,62
C_1885,1,4,250,123,250,49
C_1886,9,4,11377,2206,1264,19
C_1887,15,1,37349,5818,2490,16
C_1888,1,1,2289,279,2289,12
C_1889,26,4,17286,5707,665,33
C_189,4,4,1649,495,412,30
C_1890,11,4,13871,4614,1261,33
C_1891,4,1,5900,656,1475,11
C_1892,11,1,37646,9136,3422,24
C_1893,16,1,61531,13778,3846,22
C_1894,11,3,22140,3107,2013,14
C_1895,26,5,33460,7261,1287,22
C_1896,3,5,2070,35,690,2
C_1897,9,3,10917,2116,1213,19
C_1898,16,4,16924,5240,1058,31
C_1899,4,1,1241,339,310,27
C_19,8,1,4257,814,532,19
C_190,14,4,192779,43299,13770,22
C_1900,33,3,51923,13813,1573,27
C_1901,7,4,22534,9486,3219,42
C_1902,3,1,6900,1034,2300,15
C_1903,1,2,249,15,249,6
C_1904,7,1,10266,733,1467,7
C_1905,4,1,23340,1066,5835,5
C_1906,18,3,29109,3830,1617,13
C_1907,10,4,34181,10224,3418,30
C_1908,4,1,26956,3191,6739,12
C_1909,4,1,1175,166,294,14
C_191,3,2,1260,310,420,25
C_1910,2,5,338,103,169,30
C_1911,21,5,9710,2362,462,24
C_1912,7,4,2182,747,312,34
C_1913,21,1,31108,6259,1481,20
C_1914,7,1,3280,971,469,30
C_1915,36,1,459521,50388,12764,11
C_1916,11,5,4433,470,403,11
C_1917,19,1,15778,3141,830,20
C_1918,3,1,6418,2169,2139,34
C_1919,1,4,74,25,74,33
C_192,42,4,48196,14712,1148,31
C_1920,3,1,89199,14497,29733,16
C_1921,15,1,12630,3493,842,28
C_1922,19,5,17226,3688,907,21
C_1923,1,1,153,20,153,13
C_1924,21,4,14756,4439,703,30
C_1925,4,4,17794,3958,4449,22
C_1926,1,4,759,360,759,47
C_1927,45,3,92206,26298,2049,29
C_1928,12,1,7805,1301,650,17
C_1929,29,4,55705,11360,1921,20
C_193,35,4,19827,4385,566,22
C_1930,14,1,53549,5015,3825,9
C_1931,22,3,19300,3431,877,18
C_1932,22,3,18360,2927,835,16
C_1933,18,3,20379,3624,1132,18
C_1934,3,1,5140,1236,1713,24
C_1935,19,3,6535,1198,344,18
C_1936,35,3,116568,20626,3331,18
C_1937,5,5,1333,294,267,22
C_1938,8,5,6942,877,868,13
C_1939,29,3,129632,32538,4470,25
C_194,21,3,40882,9653,1947,24
C_1940,15,1,19378,2047,1292,11
C_1941,14,3,5160,1662,369,32
C_1942,26,5,28474,4427,1095,16
C_1943,3,4,2698,1304,899,48
C_1944,1,2,2085,491,2085,24
C_1945,4,5,3003,485,751,16
C_1946,7,5,3187,877,455,28
C_1947,24,3,227151,47353,9465,21
C_1948,4,3,1834,411,459,22
C_1949,18,3,57327,13659,3185,24
C_195,19,1,197010,37502,10369,19
C_1950,16,3,75733,11755,4733,16
C_1951,1,2,7800,444,7800,6
C_1952,3,3,30953,9358,10318,30
C_1953,2,5,1926,513,963,27
C_1954,13,1,22099,2417,1700,11
C_1955,1,1,800,262,800,33
C_1956,8,1,6679,1560,835,23
C_1957,10,1,18071,2689,1807,15
C_1958,17,1,6163,1033,363,17
C_1959,16,1,7483,1391,468,19
C_196,20,4,86329,31129,4316,36
C_1960,19,3,21662,2204,1140,10
C_1961,12,4,7360,2821,613,38
C_1962,12,4,7359,2821,613,38
C_1963,13,5,21199,6633,1631,31
C_1964,24,3,23949,3319,998,14
C_1965,21,3,11228,2467,535,22
C_1966,4,5,1780,802,445,45
C_1967,1,4,70,42,70,60
C_1968,3,3,1332,392,444,29
C_1969,18,3,6177,816,343,13
C_197,26,4,29881,5419,1149,18
C_1970,4,2,8114,767,2029,9
C_1971,1,4,414,110,414,27
C_1972,21,2,23097,4593,1100,20
C_1973,44,4,118168,26134,2686,22
C_1974,43,4,119957,24972,2790,21
C_1975,9,2,19882,2616,2209,13
C_1976,4,4,671,183,168,27
C_1977,39,4,197231,42324,5057,21
C_1978,5,1,8859,1960,1772,22
C_1979,19,4,33442,6369,1760,19
C_198,16,1,21346,6111,1334,29
C_1980,18,1,57901,12447,3217,21
C_1981,4,4,6540,1312,1635,20
C_1982,39,4,74473,14678,1910,20
C_1983,7,1,44937,5952,6420,13
C_1984,32,4,210300,30237,6572,14
C_1985,2,1,5576,433,2788,8
C_1986,18,3,17363,3055,965,18
C_1987,30,4,16283,3713,543,23
C_1988,21,4,7255,1390,345,19
C_1989,21,2,13959,3340,665,24
C_199,23,4,72222,16126,3140,22
C_1990,17,1,10715,2351,630,22
C_1991,7,1,38483,5401,5498,14
C_1992,18,1,36820,5658,2046,15
C_1993,2,5,1220,84,610,7
C_1994,14,5,4495,1525,321,34
C_1995,11,2,36242,6240,3295,17
C_1996,24,4,123961,33953,5165,27
C_1997,2,5,13911,3724,6956,27
C_1998,24,4,23554,7345,981,31
C_1999,1,3,120,25,120,21
C_2,1,1,96,14,96,14
C_20,1,1,230,78,230,34
C_200,7,1,16195,3622,2314,22
C_2000,1,2,3950,124,3950,3
C_2001,23,5,26628,4863,1158,18
C_2002,1,1,12770,1349,12770,11
C_2003,7,1,1948,424,278,22
C_2004,4,1,17435,3861,4359,22
C_2005,8,1,29029,6399,3629,22
C_2006,6,2,780,183,130,23
C_2007,3,3,1639,291,546,18
C_2008,6,3,12515,3566,2086,28
C_2009,13,3,4263,643,328,15
C_201,5,1,3418,439,684,13
C_2010,21,4,10407,2183,496,21
C_2011,7,5,2297,225,328,10
C_2012,7,5,2298,217,328,9
C_2013,9,1,4943,671,549,14
C_2014,6,3,2210,226,368,10
C_2015,16,4,7321,1605,458,22
C_2016,30,4,13857,2889,462,21
C_2017,19,1,39313,3151,2069,8
C_2018,4,4,6553,1255,1638,19
C_2019,16,4,8148,2478,509,30
C_202,36,1,88642,13216,2462,15
C_2020,10,5,17641,3979,1764,23
C_2021,11,5,1447,240,132,17
C_2022,20,3,18004,3788,900,21
C_2023,5,1,79440,14273,15888,18
C_2024,12,4,24903,5246,2075,21
C_2025,13,3,13172,4599,1013,35
C_2026,45,4,28772,6001,639,21
C_2027,4,5,1171,142,293,12
C_2028,1,3,450,247,450,55
C_2029,31,4,24104,6299,778,26
C_203,3,1,4660,1844,1553,40
C_2030,33,4,34477,8625,1045,25
C_2031,32,4,33883,8959,1059,26
C_2032,16,5,5289,992,331,19
C_2033,12,3,3300,490,275,15
C_2034,23,5,185840,33431,8080,18
C_2035,10,4,4165,1324,417,32
C_2036,19,1,5176,565,272,11
C_2037,7,3,3878,559,554,14
C_2038,34,3,97622,18394,2871,19
C_2039,1,3,720,501,720,70
C_204,5,1,9205,1558,1841,17
C_2040,23,1,22501,6146,978,27
C_2041,8,1,4909,635,614,13
C_2042,1,2,456,138,456,30
C_2043,1,4,787,116,787,15
C_2044,1,4,304,59,304,20
C_2045,7,3,4180,410,597,10
C_2046,15,4,5222,1164,348,22
C_2047,2,5,6310,1791,3155,28
C_2048,23,5,19446,3934,845,20
C_2049,2,5,279,115,140,41
C_205,31,4,253904,58405,8190,23
C_2050,17,4,9953,2892,585,29
C_2051,20,1,6326,1353,316,21
C_2052,12,1,10466,1302,872,12
C_2053,14,3,27138,5518,1938,20
C_2054,12,4,43214,6875,3601,16
C_2055,9,1,14463,2205,1607,15
C_2056,12,3,11020,1673,918,15
C_2057,17,4,16142,2791,950,17
C_2058,18,1,24677,5011,1371,20
C_2059,31,4,249565,119460,8050,48
C_206,15,1,35956,8977,2397,25
C_2060,10,5,38629,34374,3863,89
C_2061,8,1,31097,5112,3887,16
C_2062,1,2,465,177,465,38
C_2063,5,3,714,57,143,8
C_2064,17,4,16734,4052,984,24
C_2065,8,3,2995,240,374,8
C_2066,1,2,93,35,93,38
C_2067,3,5,424,52,141,12
C_2068,10,1,20569,3837,2057,19
C_2069,9,1,10008,1767,1112,18
C_207,4,1,7072,2396,1768,34
C_2070,24,3,92414,18726,3851,20
C_2071,5,2,3579,210,716,6
C_2072,1,2,576,219,576,38
C_2073,16,1,17103,2066,1069,12
C_2074,2,5,3775,137,1888,4
C_2075,3,4,2265,628,755,28
C_2076,2,1,126,62,63,49
C_2077,15,4,6567,1815,438,28
C_2078,22,5,102296,23287,4650,23
C_2079,19,5,129114,97714,6795,76
C_208,7,4,1948,595,278,31
C_2080,14,5,13175,2358,941,18
C_2081,13,1,4426,512,340,12
C_2082,10,5,7714,1843,771,24
C_2083,22,5,18028,3773,819,21
C_2084,5,5,4949,752,990,15
C_2085,9,1,21097,4000,2344,19
C_2086,6,4,802,352,134,44
C_2087,1,1,1770,118,1770,7
C_2088,11,5,8659,1415,787,16
C_2089,7,3,1493,630,213,42
C_209,21,2,15320,2935,730,19
C_2090,8,3,2105,418,263,20
C_2091,5,1,970,114,194,12
C_2092,1,1,2730,544,2730,20
C_2093,7,1,3299,471,471,14
C_2094,5,4,4040,856,808,21
C_2095,2,1,1080,141,540,13
C_2096,5,4,78834,7031,15767,9
C_2097,5,3,2003,662,401,33
C_2098,2,5,310,77,155,25
C_2099,2,5,640,260,320,41
C_21,16,4,26062,6343,1629,24
C_210,11,5,3109,853,283,27
C_2100,14,3,7029,1961,502,28
C_2101,2,5,1795,738,898,41
C_2102,12,3,28868,8163,2406,28
C_2103,11,1,5755,640,523,11
C_2104,11,3,5192,868,472,17
C_2105,1,1,3600,790,3600,22
C_2106,1,3,578,34,578,6
C_2107,24,1,42924,8228,1789,19
C_2108,6,1,4646,981,774,21
C_2109,1,1,1920,210,1920,11
C_211,28,1,80869,9925,2888,12
C_2110,3,2,1283,303,428,24
C_2111,6,1,94378,17462,15730,19
C_2112,2,1,1920,68,960,4
C_2113,1,1,14040,2554,14040,18
C_2114,18,1,13910,2695,773,19
C_2115,3,4,1870,236,623,13
C_2116,7,3,34447,4177,4921,12
C_2117,2,5,1640,634,820,39
C_2118,22,1,12860,2975,585,23
C_2119,21,1,10048,1982,478,20
C_212,5,4,41292,7963,8258,19
C_2120,8,3,4817,1365,602,28
C_2121,6,1,4180,1668,697,40
C_2122,17,1,26921,2327,1584,9
C_2123,18,1,25084,5835,1394,23
C_2124,3,1,17057,1413,5686,8
C_2125,6,3,8370,1423,1395,17
C_2126,26,1,43109,7757,1658,18
C_2127,8,1,16098,2238,2012,14
C_2128,4,2,4360,521,1090,12
C_2129,3,5,8123,4014,2708,49
C_213,10,1,7474,1366,747,18
C_2130,10,1,29889,4361,2989,15
C_2131,7,1,10785,3855,1541,36
C_2132,1,1,960,126,960,13
C_2133,2,5,1540,211,770,14
C_2134,9,1,45932,3246,5104,7
C_2135,6,1,6475,1183,1079,18
C_2136,1,1,2535,127,2535,5
C_2137,6,5,896,130,149,15
C_2138,17,3,10671,1012,628,9
C_2139,16,5,10841,1012,678,9
C_214,25,4,4825,1514,193,31
C_2140,8,3,7168,723,896,10
C_2141,9,5,3995,1240,444,31
C_2142,2,5,7200,524,3600,7
C_2143,19,4,18088,4579,952,25
C_2144,5,3,1861,440,372,24
C_2145,2,5,890,172,445,19
C_2146,1,3,54,11,54,20
C_2147,7,3,31293,12703,4470,41
C_2148,9,1,46636,6276,5182,13
C_2149,2,3,449,27,225,6
C_215,7,5,1615,906,231,56
C_2150,38,4,22593,7673,595,34
C_2151,17,1,77230,11080,4543,14
C_2152,17,1,17362,2818,1021,16
C_2153,30,3,47554,5728,1585,12
C_2154,9,5,19998,1507,2222,8
C_2155,20,2,6934,1038,347,15
C_2156,19,3,13024,2672,685,21
C_2157,5,5,13666,2093,2733,15
C_2158,5,1,6091,2858,1218,47
C_2159,1,2,720,181,720,25
C_216,15,5,29362,4335,1957,15
C_2160,29,1,226838,19766,7822,9
C_2161,1,4,1380,180,1380,13
C_2162,2,5,752,36,376,5
C_2163,9,2,40452,7702,4495,19
C_2164,6,3,4675,703,779,15
C_2165,4,3,3402,398,851,12
C_2166,1,4,3150,1659,3150,53
C_2167,1,2,245,3,245,1
C_2168,16,2,32294,2161,2018,7
C_2169,1,2,403,72,403,18
C_217,2,5,727,51,364,7
C_2170,4,5,8192,2268,2048,28
C_2171,8,4,8524,1085,1066,13
C_2172,10,1,53123,4993,5312,9
C_2173,8,1,152886,8360,19111,5
C_2174,15,1,78288,7993,5219,10
C_2175,2,3,1288,73,644,6
C_2176,10,5,2532,475,253,19
C_2177,6,1,25235,6652,4206,26
C_2178,4,4,4833,1494,1208,31
C_2179,4,4,6579,1009,1645,15
C_218,4,3,3787,1145,947,30
C_2180,7,1,6709,1442,958,21
C_2181,6,1,7600,1264,1267,17
C_2182,1,2,4050,1392,4050,34
C_2183,3,4,1727,192,576,11
C_2184,2,5,26522,4304,13261,16
C_2185,19,1,78348,16384,4124,21
C_2186,1,1,1313,255,1313,19
C_2187,8,1,55710,5043,6964,9
C_2188,10,1,24653,2196,2465,9
C_2189,5,4,31823,14623,6365,46
C_219,18,1,40463,7446,2248,18
C_2190,11,2,6616,1674,601,25
C_2191,15,1,56530,9178,3769,16
C_2192,7,3,1946,270,278,14
C_2193,4,2,2249,500,562,22
C_2194,14,4,6222,1515,444,24
C_2195,3,5,1015,43,338,4
C_2196,1,4,663,300,663,45
C_2197,2,5,22116,2449,11058,11
C_2198,6,1,5561,331,927,6
C_2199,18,4,9881,2672,549,27
C_22,23,4,34468,8700,1499,25
C_220,16,1,31531,6703,1971,21
C_2200,18,4,7714,2030,429,26
C_2201,26,1,40939,4579,1575,11
C_2202,7,5,20056,1433,2865,7
C_2203,22,3,4728,918,215,19
C_2204,6,3,2215,258,369,12
C_2205,4,1,12726,2564,3182,20
C_2206,7,3,1325,259,189,20
C_2207,13,3,6248,750,481,12
C_2208,14,5,3552,486,254,14
C_2209,1,4,378,15,378,4
C_221,18,1,27861,5519,1548,20
C_2210,18,1,75273,15989,4182,21
C_2211,1,1,350,93,350,26
C_2212,1,2,440,132,440,30
C_2213,4,1,16565,2959,4141,18
C_2214,2,5,1990,336,995,17
C_2215,2,5,1990,420,995,21
C_2216,16,3,5489,967,343,18
C_2217,6,4,2468,456,411,18
C_2218,11,4,23529,4274,2139,18
C_2219,17,4,25400,8152,1494,32
C_222,16,1,7089,1096,443,15
C_2220,7,4,1189,131,170,11
C_2221,2,5,1255,610,628,49
C_2222,20,1,46250,9939,2313,21
C_2223,8,1,25451,6692,3181,26
C_2224,4,3,4982,1229,1246,25
C_2225,14,1,3642,870,260,24
C_2226,7,4,996,189,142,19
C_2227,7,1,1925,506,275,26
C_2228,17,2,8777,2537,516,29
C_2229,3,4,999,149,333,15
C_223,15,5,6644,1554,443,23
C_2230,2,1,1966,892,983,45
C_2231,7,4,592,65,85,11
C_2232,5,5,1354,163,271,12
C_2233,33,1,85349,16056,2586,19
C_2234,7,5,3819,533,546,14
C_2235,6,2,715,194,119,27
C_2236,5,3,566,174,113,31
C_2237,8,4,6654,1877,832,28
C_2238,7,4,6519,1811,931,28
C_2239,5,4,2556,443,511,17
C_224,1,2,516,144,516,28
C_2240,8,5,3741,619,468,17
C_2242,3,5,14694,1086,4898,7
C_2243,2,5,310,3,155,1
C_2244,5,2,1469,461,294,31
C_2245,2,5,380,91,190,24
C_2246,20,3,51239,13563,2562,26
C_2247,4,5,3506,1647,877,47
C_2248,8,5,2305,259,288,11
C_2249,2,4,426,63,213,15
C_225,29,4,25999,6723,897,26
C_2250,4,2,19634,5048,4909,26
C_2251,12,5,9913,1246,826,13
C_2252,5,3,8132,1367,1626,17
C_2253,11,4,9809,2006,892,20
C_2254,2,5,790,110,395,14
C_2255,17,1,10808,3055,636,28
C_2256,1,2,3120,294,3120,9
C_2257,2,5,1695,483,848,28
C_2258,1,1,230,8,230,4
C_2259,1,2,2340,187,2340,8
C_226,4,1,2620,458,655,17
C_2260,2,5,7660,615,3830,8
C_2261,3,1,8211,1774,2737,22
C_2262,6,1,5251,952,875,18
C_2263,4,5,10138,1048,2535,10
C_2264,10,4,10032,1546,1003,15
C_2265,18,3,43873,9653,2437,22
C_2266,37,1,72701,17609,1965,24
C_2267,13,1,32170,4117,2475,13
C_2268,11,2,5446,1464,495,27
C_2269,13,1,12349,3717,950,30
C_227,11,1,28502,4506,2591,16
C_2270,5,4,1957,272,391,14
C_2271,3,3,2670,349,890,13
C_2272,1,3,135,35,135,26
C_2273,1,2,160,10,160,6
C_2274,3,1,8113,1539,2704,19
C_2275,1,2,350,122,350,35
C_2276,9,1,3272,749,364,23
C_2277,27,1,100636,18949,3727,19
C_2278,3,3,5234,2756,1745,53
C_2279,53,1,159099,27774,3002,17
C_228,2,5,384,111,192,29
C_2280,8,2,1956,513,245,26
C_2281,22,1,28719,4132,1305,14
C_2282,1,1,1490,402,1490,27
C_2283,9,5,27140,9659,3016,36
C_2284,11,2,90521,11417,8229,13
C_2285,19,1,10373,2823,546,27
C_2286,54,3,143575,27292,2659,19
C_2287,10,1,5680,1306,568,23
C_2288,5,3,4273,517,855,12
C_2289,17,3,6974,2043,410,29
C_229,11,1,23268,4599,2115,20
C_2290,14,1,12566,1821,898,14
C_2291,18,2,38654,9490,2147,25
C_2292,12,4,18555,5303,1546,29
C_2293,12,1,60079,11421,5007,19
C_2294,3,1,3570,1204,1190,34
C_2295,2,5,392,122,196,31
C_2296,1,4,1680,269,1680,16
C_2297,2,5,2036,37,1018,2
C_2298,2,3,4275,1244,2138,29
C_2299,4,3,2047,734,512,36
C_23,10,4,3762,869,376,23
C_230,18,1,14071,2400,782,17
C_2300,1,4,240,47,240,19
C_2301,8,1,8503,474,1063,6
C_2302,16,2,17083,2097,1068,12
C_2303,2,4,780,262,390,34
C_2304,22,3,35838,16071,1629,45
C_2305,19,1,11597,3004,610,26
C_2306,12,1,9027,1669,752,18
C_2307,21,1,58671,10631,2794,18
C_2308,3,3,7255,840,2418,12
C_2309,7,4,2887,698,412,24
C_231,8,1,14465,2916,1808,20
C_2310,7,1,14070,2799,2010,20
C_2311,4,3,18161,2862,4540,16
C_2312,3,3,917,141,306,15
C_2313,10,5,9377,1563,938,17
C_2314,5,4,10750,3204,2150,30
C_2315,24,1,23585,3648,983,15
C_2316,17,1,19506,8825,1147,45
C_2317,17,1,19360,8057,1139,42
C_2318,43,4,101030,22760,2350,23
C_2319,9,5,6919,1133,769,16
C_232,28,4,38429,8325,1372,22
C_2320,1,1,60,31,60,52
C_2321,15,3,13353,2937,890,22
C_2322,4,1,10085,1680,2521,17
C_2323,6,1,1727,339,288,20
C_2324,24,4,25456,4802,1061,19
C_2325,17,3,39270,8397,2310,21
C_2326,6,3,775,108,129,14
C_2327,9,5,14701,2981,1633,20
