#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_#Producto,Margen_s_Facturacion
C_225,29,3,25999,6723,897,232,26
C_2250,4,2,19634,5048,4909,1262,26
C_2251,12,2,9913,1246,826,104,13
C_2252,5,2,8132,1367,1626,273,17
C_2253,11,3,9809,2006,892,182,20
C_2254,2,5,790,110,395,55,14
C_2255,17,2,10808,3055,636,180,28
C_2256,1,2,3120,294,3120,294,9
C_2257,2,5,1695,483,848,242,28
C_2258,1,2,230,8,230,8,4
C_2259,1,2,2340,187,2340,187,8
C_226,4,5,2620,458,655,115,17
C_2260,2,5,7660,615,3830,308,8
C_2261,3,2,8211,1774,2737,591,22
C_2262,6,2,5251,952,875,159,18
C_2263,4,2,10138,1048,2535,262,10
C_2264,10,3,10032,1546,1003,155,15
C_2265,18,3,43873,9653,2437,536,22
C_2266,37,2,72701,17609,1965,476,24
C_2267,13,2,32170,4117,2475,317,13
C_2268,11,2,5446,1464,495,133,27
C_2269,13,2,12349,3717,950,286,30
C_227,11,2,28502,4506,2591,410,16
C_2270,5,3,1957,272,391,54,14
C_2271,3,3,2670,349,890,116,13
C_2272,1,2,135,35,135,35,26
C_2273,1,2,160,10,160,10,6
C_2274,3,2,8113,1539,2704,513,19
C_2275,1,3,350,122,350,122,35
C_2276,9,2,3272,749,364,83,23
C_2277,27,2,100636,18949,3727,702,19
C_2278,3,5,5234,2756,1745,919,53
C_2279,53,2,159099,27774,3002,524,17
C_228,2,5,384,111,192,56,29
C_2280,8,2,1956,513,245,64,26
C_2281,22,2,28719,4132,1305,188,14
C_2282,1,2,1490,402,1490,402,27
C_2283,9,3,27140,9659,3016,1073,36
C_2284,11,2,90521,11417,8229,1038,13
C_2285,19,2,10373,2823,546,149,27
C_2286,54,2,143575,27292,2659,505,19
C_2287,10,2,5680,1306,568,131,23
C_2288,5,2,4273,517,855,103,12
C_2289,17,3,6974,2043,410,120,29
C_229,11,2,23268,4599,2115,418,20
C_2290,14,2,12566,1821,898,130,14
C_2291,18,2,38654,9490,2147,527,25
C_2292,12,3,18555,5303,1546,442,29
C_2293,12,2,60079,11421,5007,952,19
C_2294,3,5,3570,1204,1190,401,34
C_2295,2,5,392,122,196,61,31
C_2296,1,3,1680,269,1680,269,16
C_2297,2,5,2036,37,1018,19,2
C_2298,2,5,4275,1244,2138,622,29
C_2299,4,5,2047,734,512,184,36
C_23,10,3,3762,869,376,87,23
C_230,18,2,14071,2400,782,133,17
C_2300,1,3,240,47,240,47,19
C_2301,8,2,8503,474,1063,59,6
C_2302,16,2,17083,2097,1068,131,12
C_2303,2,3,780,262,390,131,34
C_2304,22,3,35838,16071,1629,731,45
C_2305,19,2,11597,3004,610,158,26
C_2306,12,2,9027,1669,752,139,18
C_2307,21,2,58671,10631,2794,506,18
C_2308,3,3,7255,840,2418,280,12
C_2309,7,3,2887,698,412,100,24
C_231,8,2,14465,2916,1808,365,20
C_2310,7,2,14070,2799,2010,400,20
C_2311,4,3,18161,2862,4540,716,16
C_2312,3,3,917,141,306,47,15
C_2313,10,3,9377,1563,938,156,17
C_2314,5,5,10750,3204,2150,641,30
C_2315,24,2,23585,3648,983,152,15
C_2316,17,2,19506,8825,1147,519,45
C_2317,17,2,19360,8057,1139,474,42
C_2318,43,3,101030,22760,2350,529,23
C_2319,9,2,6919,1133,769,126,16
C_232,28,3,38429,8325,1372,297,22
C_2320,1,2,60,31,60,31,52
C_2321,15,3,13353,2937,890,196,22
C_2322,4,2,10085,1680,2521,420,17
C_2323,6,2,1727,339,288,57,20
C_2324,24,3,25456,4802,1061,200,19
C_2325,17,3,39270,8397,2310,494,21
C_2326,6,3,775,108,129,18,14
C_2327,9,3,14701,2981,1633,331,20
C_2328,2,5,240,44,120,22,18
C_2329,24,2,17765,5228,740,218,29
C_233,4,2,34115,4563,8529,1141,13
C_2330,7,2,2308,333,330,48,14
C_2331,12,2,89984,11538,7499,962,13
C_2332,7,2,8052,1893,1150,270,24
C_2333,4,2,866,174,217,44,20
C_2334,20,3,32436,12698,1622,635,39
C_2335,9,2,22127,2403,2459,267,11
C_2336,1,2,320,168,320,168,52
C_2337,3,2,6767,493,2256,164,7
C_2338,13,3,10099,1699,777,131,17
C_2339,3,2,9356,526,3119,175,6
C_234,10,2,6858,1024,686,102,15
C_2340,17,2,5015,978,295,58,19
C_2341,11,2,17068,1942,1552,177,11
C_2342,3,2,35025,4947,11675,1649,14
C_2343,12,2,22128,2594,1844,216,12
C_2344,13,2,5691,677,438,52,12
C_2345,6,5,55885,13713,9314,2286,25
C_2346,17,2,10257,1391,603,82,14
C_2347,3,5,2040,675,680,225,33
C_2348,2,3,2525,995,1263,498,39
C_2349,13,2,4463,484,343,37,11
C_235,24,3,8707,1363,363,57,16
C_2350,7,5,11348,2020,1621,289,18
C_2351,8,3,9426,2288,1178,286,24
C_2352,5,2,2685,405,537,81,15
C_2353,5,2,2685,405,537,81,15
C_2354,19,5,14743,3218,776,169,22
C_2355,5,3,2625,806,525,161,31
C_2356,8,3,3952,728,494,91,18
C_2357,1,3,1980,479,1980,479,24
C_2358,1,3,136,136,136,136,100
C_2359,23,2,14870,3441,647,150,23
C_236,11,3,8442,2647,767,241,31
C_2360,6,2,54655,7482,9109,1247,14
C_2361,3,5,151,15,50,5,10
C_2362,6,2,7043,788,1174,131,11
C_2363,12,2,13027,2660,1086,222,20
C_2364,1,3,420,322,420,322,77
C_2365,1,2,311,46,311,46,15
C_2366,1,3,930,155,930,155,17
C_2367,1,4,7296,1375,7296,1375,19
C_2368,1,2,65,5,65,5,7
C_2369,5,2,8141,894,1628,179,11
C_237,20,2,22511,5734,1126,287,25
C_2370,19,3,11124,3055,585,161,27
C_2371,3,1,19677,3993,6559,1331,20
C_2372,19,2,29988,5100,1578,268,17
C_2373,3,2,991,510,330,170,51
C_2374,4,5,2400,1151,600,288,48
C_2375,6,5,4763,805,794,134,17
C_2376,4,2,16900,1786,4225,447,11
C_2377,19,2,11069,2043,583,108,18
C_2378,9,2,5439,1053,604,117,19
C_2379,15,3,3728,877,249,58,24
C_238,9,2,20010,3525,2223,392,18
C_2380,2,5,5840,3387,2920,1694,58
C_2381,5,2,35255,3940,7051,788,11
C_2382,2,2,550,145,275,73,26
C_2383,4,3,705,158,176,40,22
C_2384,13,2,11028,1474,848,113,13
C_2385,13,3,17223,4020,1325,309,23
C_2386,1,2,445,53,445,53,12
C_2387,9,2,6407,780,712,87,12
C_2388,14,2,15205,2354,1086,168,15
C_2389,15,2,12893,3144,860,210,24
C_239,14,2,78556,11675,5611,834,15
C_2390,4,2,4821,2316,1205,579,48
C_2391,15,2,12893,3144,860,210,24
C_2392,15,2,16078,4721,1072,315,29
C_2393,7,5,2280,311,326,44,14
C_2394,14,2,33552,3171,2397,227,9
C_2395,1,3,260,48,260,48,19
C_2396,5,3,405,78,81,16,19
C_2397,9,3,4124,979,458,109,24
C_2398,2,5,1150,390,575,195,34
C_2399,3,3,3742,578,1247,193,15
C_24,8,2,4257,814,532,102,19
C_240,10,2,53551,6813,5355,681,13
C_2400,22,2,43738,8827,1988,401,20
C_2401,5,3,2102,910,420,182,43
C_2402,14,2,19854,4360,1418,311,22
C_2403,35,2,51042,11656,1458,333,23
C_2404,8,2,20828,3777,2604,472,18
C_2405,17,2,74406,16088,4377,946,22
C_2406,11,2,21369,5168,1943,470,24
C_2407,1,2,1840,120,1840,120,7
C_2408,3,3,3850,610,1283,203,16
C_241,48,3,65743,27426,1370,571,42
C_2410,16,2,64458,14183,4029,886,22
C_2411,7,2,24516,2998,3502,428,12
C_2412,11,2,4070,448,370,41,11
C_2413,5,2,2921,232,584,46,8
C_2414,3,2,14331,1594,4777,531,11
C_2415,3,2,4868,311,1623,104,6
C_2416,5,2,2825,302,565,60,11
C_2417,3,5,989,414,330,138,42
C_2418,27,2,25199,7388,933,274,29
C_2419,5,2,5353,2019,1071,404,38
C_242,13,2,77831,13354,5987,1027,17
C_2420,6,2,1090,293,182,49,27
C_2421,9,3,8606,3874,956,430,45
C_2422,6,5,26202,5766,4367,961,22
C_2423,1,3,677,236,677,236,35
C_2424,4,2,7683,1817,1921,454,24
C_2425,7,5,5910,2161,844,309,37
C_2426,26,2,53317,15225,2051,586,29
C_2427,1,3,84,16,84,16,19
C_2428,3,3,995,112,332,37,11
C_2429,2,5,16800,949,8400,475,6
C_243,27,2,10787,2175,400,81,20
C_2430,4,2,1489,164,372,41,11
C_2431,11,2,20621,5699,1875,518,28
C_2432,1,2,1180,452,1180,452,38
C_2433,2,5,403,19,202,10,5
C_2434,8,2,6554,1779,819,222,27
C_2435,8,3,5343,1081,668,135,20
C_2436,4,2,7356,2665,1839,666,36
C_2437,30,3,55187,12851,1840,428,23
C_2438,13,3,12163,1604,936,123,13
C_2439,13,2,140755,21462,10827,1651,15
C_244,2,1,428,265,214,133,62
C_2440,21,3,139419,26519,6639,1263,19
C_2441,10,2,13411,3204,1341,320,24
C_2442,9,2,22342,3309,2482,368,15
C_2443,6,3,2574,849,429,142,33
C_2444,4,3,3355,712,839,178,21
C_2445,7,2,5920,2195,846,314,37
C_2446,1,1,240,41,240,41,17
C_2447,14,5,10975,2032,784,145,19
C_2448,7,3,2391,969,342,138,41
C_2449,6,3,1815,398,303,66,22
C_245,1,2,877,184,877,184,21
C_2450,23,2,21953,3896,954,169,18
C_2451,3,2,3755,235,1252,78,6
C_2452,19,3,10817,3221,569,170,30
C_2453,7,2,14647,3215,2092,459,22
C_2454,3,3,17450,3707,5817,1236,21
C_2455,2,3,428,109,214,55,26
C_2456,4,2,956,84,239,21,9
C_2457,4,2,1052,319,263,80,30
C_2458,6,5,1452,267,242,45,18
C_2459,1,2,3210,127,3210,127,4
C_246,6,2,9660,3066,1610,511,32
C_2460,1,2,520,143,520,143,27
C_2461,8,5,2040,361,255,45,18
C_2462,10,3,12158,2218,1216,222,18
C_2463,1,2,125,19,125,19,15
C_2464,14,2,9697,2471,693,177,25
C_2465,3,3,1608,1043,536,348,65
C_2466,1,2,80,12,80,12,15
C_2467,4,5,676,82,169,21,12
C_2468,11,2,28143,6378,2558,580,23
C_2469,6,3,1862,259,310,43,14
C_247,34,3,53561,16469,1575,484,31
C_2470,12,2,3076,540,256,45,18
C_2471,35,2,185195,31758,5291,907,17
C_2472,10,2,17525,1938,1753,194,11
C_2473,1,2,3735,283,3735,283,8
C_2474,16,2,9670,1392,604,87,14
C_2475,3,2,2588,477,863,159,18
C_2476,6,3,2680,539,447,90,20
C_2477,7,3,17598,5773,2514,825,33
C_2478,7,2,1281,518,183,74,40
C_2479,2,5,635,264,318,132,42
C_248,4,3,51266,8667,12817,2167,17
C_2480,2,3,942,114,471,57,12
C_2481,4,3,909,166,227,42,18
C_2482,14,2,22117,4963,1580,355,22
C_2483,9,3,15244,4133,1694,459,27
C_2484,8,3,8454,1680,1057,210,20
C_2485,1,2,128,10,128,10,8
C_2486,3,3,2730,484,910,161,18
C_2487,10,2,12271,2828,1227,283,23
C_2488,6,2,2430,1314,405,219,54
C_2489,1,3,704,97,704,97,14
C_249,3,3,2329,534,776,178,23
C_2490,16,3,4568,1344,286,84,29
C_2491,2,3,389,55,195,28,14
C_2492,3,3,1576,278,525,93,18
C_2493,9,3,3702,1108,411,123,30
C_2494,1,2,465,126,465,126,27
C_2495,14,3,12105,3139,865,224,26
C_2496,7,2,9177,1165,1311,166,13
C_2497,12,2,27611,5062,2301,422,18
C_2498,11,2,17523,4153,1593,378,24
C_2499,3,2,6822,993,2274,331,15
C_25,24,2,41587,10885,1733,454,26
C_250,1,2,1305,88,1305,88,7
C_2500,3,2,699,213,233,71,31
C_2501,5,2,4807,1027,961,205,21
C_2502,5,2,4483,1360,897,272,30
C_2503,2,5,356,83,178,42,23
C_2504,5,5,10415,3239,2083,648,31
C_2505,2,2,22930,5212,11465,2606,23
C_2506,11,2,3137,661,285,60,21
C_2507,2,2,64708,311,32354,156,0
C_2508,8,3,4778,1298,597,162,27
C_2509,10,3,36423,5718,3642,572,16
C_251,28,2,37770,8504,1349,304,23
C_2510,2,3,1795,536,898,268,30
C_2511,2,5,1480,222,740,111,15
C_2512,24,2,18915,4416,788,184,23
C_2513,13,2,6793,1234,523,95,18
C_2514,6,3,12598,1758,2100,293,14
C_2515,1,2,4284,403,4284,403,9
C_2516,28,3,16892,4135,603,148,24
C_2517,40,2,27141,5978,679,149,22
C_2518,10,3,3449,1491,345,149,43
C_2519,2,2,123,6,62,3,5
C_252,20,2,46791,10730,2340,537,23
C_2520,7,3,12419,2821,1774,403,23
C_2521,6,2,4561,1530,760,255,34
C_2522,2,5,1415,456,708,228,32
C_2523,2,5,420,138,210,69,33
C_2524,25,3,12214,2824,489,113,23
C_2525,1,4,1120,500,1120,500,45
C_2526,13,2,10214,1765,786,136,17
C_2527,30,2,83960,20260,2799,675,24
C_2528,1,3,720,400,720,400,56
C_2529,1,3,143,48,143,48,33
C_253,2,2,540,271,270,136,50
C_2530,27,5,34678,9747,1284,361,28
C_2531,14,2,30690,9062,2192,647,30
C_2532,5,3,958,155,192,31,16
C_2533,8,3,6692,2757,837,345,41
C_2534,3,3,4430,1138,1477,379,26
C_2535,9,3,3815,1266,424,141,33
C_2537,1,3,80,26,80,26,32
C_2538,2,5,2790,460,1395,230,16
C_2539,6,3,7184,3506,1197,584,49
C_254,16,2,15348,2817,959,176,18
C_2540,4,5,2161,369,540,92,17
C_2541,3,2,1307,65,436,22,5
C_2542,13,3,59788,18393,4599,1415,31
C_2543,13,3,59496,18457,4577,1420,31
C_2544,1,2,300,2,300,2,1
C_2545,2,3,3075,1929,1538,965,63
C_2546,3,3,11700,4012,3900,1337,34
C_2547,20,3,32575,6347,1629,317,19
C_2548,4,2,699,99,175,25,14
C_2549,1,2,1200,50,1200,50,4
C_255,23,2,73989,10038,3217,436,14
C_2550,17,3,85020,16675,5001,981,20
C_2551,6,3,5693,1179,949,197,21
C_2552,2,5,4212,686,2106,343,16
C_2553,22,2,28841,6061,1311,276,21
C_2554,11,2,11831,3051,1076,277,26
C_2555,4,3,2050,205,513,51,10
C_2556,4,3,3902,1308,976,327,34
C_2557,1,3,200,73,200,73,37
C_2558,6,3,5419,2610,903,435,48
C_2559,19,3,27188,5197,1431,274,19
C_256,26,5,26709,6025,1027,232,23
C_2560,15,3,23669,3757,1578,250,16
C_2561,19,3,27003,5085,1421,268,19
C_2562,5,3,585,90,117,18,15
C_2563,10,3,5029,1015,503,102,20
C_2564,7,2,21958,2321,3137,332,11
C_2565,3,3,714,62,238,21,9
C_2566,9,3,4164,477,463,53,11
C_2567,2,5,260,52,130,26,20
C_2568,1,4,300,106,300,106,35
C_2569,14,3,5919,1490,423,106,25
C_257,19,2,17461,3244,919,171,19
C_2570,2,2,2480,54,1240,27,2
C_2571,5,3,6243,1505,1249,301,24
C_2572,16,2,79886,13367,4993,835,17
C_2573,7,3,1761,282,252,40,16
C_2574,17,2,43619,10139,2566,596,23
C_2575,1,2,2250,200,2250,200,9
C_2576,10,2,1009,281,101,28,28
C_2577,6,2,14855,1904,2476,317,13
C_2578,5,2,2475,342,495,68,14
C_2579,9,2,6878,1921,764,213,28
C_258,32,3,27519,5142,860,161,19
C_2580,11,2,12783,2782,1162,253,22
C_2581,6,2,1638,322,273,54,20
C_2582,2,5,25856,10577,12928,5289,41
C_2583,1,2,193,88,193,88,46
C_2584,5,2,1765,732,353,146,41
C_2585,7,2,5496,686,785,98,12
C_2586,2,3,2660,484,1330,242,18
C_2587,4,3,1119,205,280,51,18
C_2588,1,2,468,326,468,326,70
C_2589,13,3,18095,4379,1392,337,24
C_259,10,2,5197,1198,520,120,23
C_2590,5,3,1055,107,211,21,10
C_2591,2,5,128,44,64,22,35
C_2592,3,2,508,68,169,23,13
C_2593,1,3,1016,86,1016,86,8
C_2594,4,3,2333,450,583,113,19
C_2595,4,3,452,39,113,10,9
C_2596,10,3,6985,1659,699,166,24
C_2597,13,3,21208,4273,1631,329,20
C_2598,1,3,310,143,310,143,46
C_2599,2,5,1392,191,696,96,14
C_26,46,2,110092,25991,2393,565,24
C_260,1,2,765,128,765,128,17
C_2600,20,2,12050,1900,603,95,16
C_2601,1,3,245,19,245,19,8
C_2602,13,2,7229,1615,556,124,22
C_2603,9,2,1899,742,211,82,39
C_2604,6,5,2362,801,394,134,34
C_2605,9,2,4766,877,530,97,18
C_2606,18,2,32566,6833,1809,380,21
C_2607,3,3,1380,184,460,61,13
C_2608,4,5,2456,826,614,207,34
C_2609,10,2,3520,683,352,68,19
C_261,43,3,130663,30378,3039,706,23
C_2610,3,2,13364,1187,4455,396,9
C_2611,16,2,4512,1139,282,71,25
C_2612,13,2,8349,2645,642,203,32
C_2613,2,3,174,34,87,17,19
C_2614,1,2,2400,179,2400,179,7
C_2615,11,2,3862,789,351,72,20
C_2616,6,3,5248,1320,875,220,25
C_2617,2,2,2133,134,1067,67,6
C_2618,9,2,2233,488,248,54,22
C_2619,6,3,2507,373,418,62,15
C_262,5,3,2017,477,403,95,24
C_2620,3,4,3360,1726,1120,575,51
C_2621,4,2,1826,857,457,214,47
C_2622,19,2,11159,2013,587,106,18
C_2623,2,5,456,205,228,103,45
C_2624,1,2,3950,206,3950,206,5
C_2625,8,3,13102,3005,1638,376,23
C_2626,21,2,9633,2860,459,136,30
C_2627,15,2,86166,20573,5744,1372,24
C_2628,3,5,4678,1986,1559,662,42
C_2629,2,5,1434,70,717,35,5
C_263,2,5,1136,371,568,186,33
C_2630,4,2,13352,6539,3338,1635,49
C_2631,17,3,38226,3431,2249,202,9
C_2632,2,3,727,140,364,70,19
C_2633,5,5,804,131,161,26,16
C_2634,11,3,2276,481,207,44,21
C_2635,8,2,8594,1322,1074,165,15
C_2636,1,3,2445,324,2445,324,13
C_2637,15,2,32207,7669,2147,511,24
C_2638,37,3,38431,7783,1039,210,20
C_2639,10,3,16318,4154,1632,415,25
C_264,7,5,33498,4366,4785,624,13
C_2640,2,5,20869,6461,10435,3231,31
C_2641,2,2,1440,691,720,346,48
C_2642,23,2,75789,7783,3295,338,10
C_2643,2,5,2760,319,1380,160,12
C_2644,2,3,715,247,358,124,34
C_2645,3,3,1013,206,338,69,20
C_2646,20,2,19381,4983,969,249,26
C_2647,7,2,14124,1778,2018,254,13
C_2648,5,3,2702,514,540,103,19
C_2649,18,2,6375,1445,354,80,23
C_265,30,5,39696,10167,1323,339,26
C_2650,3,2,540,107,180,36,20
C_2651,4,2,1417,175,354,44,12
C_2652,15,2,5365,1415,358,94,26
C_2653,3,3,374,117,125,39,31
C_2654,11,3,10758,1930,978,175,18
C_2655,6,5,3044,948,507,158,31
C_2656,9,2,6513,1029,724,114,16
C_2657,8,5,6617,1142,827,143,17
C_2658,2,3,696,180,348,90,26
C_2659,2,2,18718,2025,9359,1013,11
C_266,6,2,50945,2165,8491,361,4
C_2660,1,3,1458,574,1458,574,39
C_2661,5,3,1180,276,236,55,23
C_2662,7,3,3387,918,484,131,27
C_2663,1,3,76,19,76,19,24
C_2664,2,5,3097,960,1549,480,31
C_2665,5,3,3736,783,747,157,21
C_2666,1,1,200,46,200,46,23
C_2667,5,3,1547,645,309,129,42
C_2668,2,5,1343,380,672,190,28
C_2669,24,2,34935,10619,1456,442,30
C_267,4,3,2185,775,546,194,35
C_2670,3,3,2258,394,753,131,17
C_2671,16,3,5151,1545,322,97,30
C_2672,1,2,4338,546,4338,546,13
C_2673,1,2,936,245,936,245,26
C_2674,1,2,125,20,125,20,16
C_2675,12,3,35566,10967,2964,914,31
C_2676,4,2,638,74,160,19,12
C_2677,37,2,64721,16980,1749,459,26
C_2678,9,2,18101,4449,2011,494,25
C_2679,10,2,9191,1594,919,159,17
C_268,36,3,49885,11680,1386,324,23
C_2680,1,2,150,56,150,56,38
C_2681,12,3,3342,891,279,74,27
C_2682,6,5,1415,410,236,68,29
C_2683,4,2,3104,795,776,199,26
C_2684,7,5,2279,283,326,40,12
C_2685,3,3,7704,2277,2568,759,30
C_2686,5,3,22684,3996,4537,799,18
C_2687,13,2,4990,1504,384,116,30
C_2688,6,2,4577,755,763,126,16
C_2689,4,5,2200,318,550,80,14
C_269,14,2,2263,419,162,30,19
C_2690,2,5,1268,71,634,36,6
C_2691,2,2,10343,2475,5172,1238,24
C_2692,2,2,1442,901,721,451,62
C_2693,4,2,1007,111,252,28,11
C_2694,1,2,62,7,62,7,11
C_2695,18,2,24666,4774,1370,265,19
C_2696,4,5,1234,514,309,129,42
C_2697,10,2,14164,3787,1416,379,27
C_2698,6,3,5151,1269,859,212,25
C_2699,3,3,1092,338,364,113,31
C_27,1,3,132,18,132,18,14
C_270,10,2,21356,5907,2136,591,28
C_2700,12,3,4474,998,373,83,22
C_2701,2,5,304,109,152,55,36
C_2702,1,2,3456,1177,3456,1177,34
C_2703,3,2,8974,2077,2991,692,23
C_2704,16,2,10758,3171,672,198,29
C_2705,4,2,3569,921,892,230,26
C_2706,25,3,26689,5402,1068,216,20
C_2707,8,2,2024,531,253,66,26
C_2708,4,2,1005,70,251,18,7
C_2709,9,2,2888,615,321,68,21
C_271,9,3,3215,884,357,98,27
C_2710,3,5,2980,369,993,123,12
C_2711,5,2,4069,778,814,156,19
C_2712,12,2,29788,5784,2482,482,19
C_2713,10,2,6472,2433,647,243,38
C_2714,2,2,24404,2175,12202,1088,9
C_2715,6,3,7105,1485,1184,248,21
C_2716,13,2,24749,3889,1904,299,16
C_2717,4,3,849,150,212,38,18
C_2718,2,5,191,44,96,22,23
C_2719,2,5,25760,1057,12880,529,4
C_272,35,2,16107,3367,460,96,21
C_2720,15,2,27055,3597,1804,240,13
C_2721,4,2,16592,1490,4148,373,9
C_2722,30,2,12990,2773,433,92,21
C_2723,7,1,1329,434,190,62,33
C_2724,3,2,1525,647,508,216,42
C_2725,1,2,1280,264,1280,264,21
C_2726,7,2,26120,2982,3731,426,11
C_2727,20,3,33438,8858,1672,443,26
C_2728,14,2,6576,1175,470,84,18
C_2729,26,2,73022,14328,2809,551,20
C_273,22,3,27327,3726,1242,169,14
C_2730,3,5,1111,233,370,78,21
C_2731,11,3,81779,18221,7434,1656,22
C_2732,2,5,87,46,44,23,52
C_2733,13,3,25620,9023,1971,694,35
C_2734,57,2,61570,12602,1080,221,20
C_2735,2,5,18496,2302,9248,1151,12
C_2736,2,5,313,12,157,6,4
C_2737,3,2,25797,9317,8599,3106,36
C_2738,15,2,22349,4927,1490,328,22
C_2739,2,5,18225,2224,9113,1112,12
C_274,1,3,160,123,160,123,77
C_2740,2,2,1648,874,824,437,53
C_2741,33,2,101110,26201,3064,794,26
C_2742,7,3,861,197,123,28,23
C_2743,15,2,13764,2225,918,148,16
C_2744,4,3,17980,3152,4495,788,18
C_2745,1,2,1430,238,1430,238,17
C_2746,2,2,393,56,197,28,14
C_2747,2,5,351,106,176,53,30
C_2748,21,2,18187,3112,866,148,17
C_2749,1,2,132,36,132,36,27
C_275,16,2,83309,16993,5207,1062,20
C_2750,31,3,44303,9950,1429,321,22
C_2751,1,2,1935,117,1935,117,6
C_2752,10,2,7153,2054,715,205,29
C_2753,1,1,550,254,550,254,46
C_2754,14,3,27102,5087,1936,363,19
C_2755,1,2,640,43,640,43,7
C_2756,1,3,711,562,711,562,79
C_2757,5,3,2584,466,517,93,18
C_2758,2,5,783,346,392,173,44
C_2759,7,3,1884,653,269,93,35
C_276,1,2,567,249,567,249,44
C_2760,16,3,7951,2116,497,132,27
C_2761,3,2,31531,5208,10510,1736,17
C_2762,15,2,13423,6636,895,442,49
C_2763,2,5,1825,505,913,253,28
C_2764,5,2,4662,875,932,175,19
C_2765,2,2,3594,908,1797,454,25
C_2766,4,3,772,171,193,43,22
C_2767,10,3,10698,2720,1070,272,25
C_2768,6,2,19762,3652,3294,609,18
C_2769,5,2,2997,537,599,107,18
C_277,6,2,2031,513,339,86,25
C_2770,17,2,19573,4908,1151,289,25
C_2771,1,3,178,14,178,14,8
C_2772,2,1,276257,57532,138129,28766,21
C_2773,3,2,536,66,179,22,12
C_2774,4,3,2715,1038,679,260,38
C_2775,13,2,10520,2836,809,218,27
C_2776,1,3,136,74,136,74,54
C_2777,9,2,1027,216,114,24,21
C_2778,2,5,330,83,165,42,25
C_2779,10,2,11055,2561,1106,256,23
C_278,7,2,7837,1136,1120,162,14
C_2780,3,3,2940,1390,980,463,47
C_2781,1,3,165,25,165,25,15
C_2782,8,2,1926,519,241,65,27
C_2783,5,2,33760,6440,6752,1288,19
C_2784,1,3,122,7,122,7,6
C_2785,20,2,35327,6776,1766,339,19
C_2786,1,2,20496,1932,20496,1932,9
C_2787,6,2,1739,331,290,55,19
C_2788,30,2,55632,11522,1854,384,21
C_2789,1,3,1410,304,1410,304,22
C_279,7,2,23998,3677,3428,525,15
C_2790,1,3,1410,304,1410,304,22
C_2791,1,3,340,111,340,111,33
C_2792,5,2,500,132,100,26,26
C_2793,1,3,1160,380,1160,380,33
C_2794,7,3,10389,2410,1484,344,23
C_2795,8,2,16377,2532,2047,317,15
C_2796,3,2,4048,761,1349,254,19
C_2797,10,3,2097,435,210,44,21
C_2798,4,2,68574,8212,17144,2053,12
C_2799,1,2,2240,216,2240,216,10
C_28,18,3,4670,1038,259,58,22
C_280,7,2,3351,372,479,53,11
C_2800,4,3,658,296,165,74,45
C_2801,5,3,5615,1208,1123,242,22
C_2802,4,3,1600,596,400,149,37
C_2803,2,2,284,27,142,14,9
C_2804,1,3,940,203,940,203,22
C_2805,3,3,6625,641,2208,214,10
C_2806,9,2,3231,1101,359,122,34
C_2807,4,2,2240,297,560,74,13
C_2808,4,2,2180,286,545,72,13
C_2809,4,2,2340,301,585,75,13
C_281,5,3,11280,5111,2256,1022,45
C_2810,9,5,2997,630,333,70,21
C_2811,15,3,51048,14276,3403,952,28
C_2812,1,2,462,19,462,19,4
C_2813,16,5,27585,4791,1724,299,17
C_2814,11,2,28491,4802,2590,437,17
C_2815,4,3,1073,234,268,59,22
C_2816,4,5,523,80,131,20,15
C_2817,15,2,24072,5736,1605,382,24
C_2818,19,2,19307,5256,1016,277,27
C_2819,2,5,900,282,450,141,31
C_282,5,2,35030,10375,7006,2075,30
C_2820,2,5,850,108,425,54,13
C_2821,3,2,5140,2750,1713,917,54
C_2822,6,2,3295,767,549,128,23
C_2823,17,3,8583,2978,505,175,35
C_2824,5,3,4136,655,827,131,16
C_2825,2,5,2538,744,1269,372,29
C_2826,1,2,1482,863,1482,863,58
C_2827,10,2,6212,1152,621,115,19
C_2828,2,5,2054,218,1027,109,11
C_2829,3,5,368,144,123,48,39
C_283,27,5,51480,9555,1907,354,19
C_2830,1,2,979,386,979,386,39
C_2831,5,2,1552,723,310,145,47
C_2832,24,3,83071,47251,3461,1969,57
C_2833,2,2,285,142,143,71,50
C_2834,9,3,5295,1475,588,164,28
C_2835,5,2,1286,565,257,113,44
C_2836,1,2,6765,1002,6765,1002,15
C_2837,1,3,240,98,240,98,41
C_2838,8,2,4028,985,504,123,24
C_2839,8,2,10407,1774,1301,222,17
C_284,25,2,98017,13856,3921,554,14
C_2840,6,2,44021,7927,7337,1321,18
C_2841,1,2,6100,904,6100,904,15
C_2842,6,3,1255,490,209,82,39
C_2843,13,3,33561,6690,2582,515,20
C_2844,4,2,3783,394,946,99,10
C_2845,1,3,86,20,86,20,23
C_2846,3,2,427,58,142,19,14
C_2847,6,2,5714,808,952,135,14
C_2848,7,2,17763,1830,2538,261,10
C_2849,6,2,17523,1101,2921,184,6
C_285,19,2,58379,9975,3073,525,17
C_2850,10,5,7451,2077,745,208,28
C_2851,1,2,324,117,324,117,36
C_2852,2,3,703,365,352,183,52
C_2853,7,5,64635,11756,9234,1679,18
C_2854,3,3,3150,634,1050,211,20
C_2855,5,3,95607,93494,19121,18699,98
C_2856,6,2,1841,189,307,32,10
