ID Cliente,ID Producto,Precio Total
C_1964,P_185,1.592
C_1964,P_221,2.180
C_443,P_126,345
C_443,P_185,963
C_443,P_263,161
C_443,P_284,65
C_443,P_308,385
C_443,P_350,85
C_443,P_406,87
C_3606,P_145,289
C_3606,P_190,3.050
C_4114,P_282,620
C_4925,P_279,1.536
C_4925,P_284,624
C_3181,P_185,462
C_3181,P_221,327
C_3181,P_284,180
C_5868,P_297,1.770
C_55,P_190,420
C_684,P_57,1.247
C_684,P_221,880
C_684,P_270,780
C_684,P_279,525
C_684,P_284,910
C_684,P_407,173
C_453,P_185,1.014
C_453,P_216,64
C_453,P_284,65
C_453,P_344,28
C_453,P_350,48
C_881,P_380,1.850
C_881,P_434,710
C_2714,P_297,701
C_1828,P_126,1.000
C_2906,P_97,765
C_2174,P_34,5.280
C_2174,P_41,4.440
C_2174,P_57,7.380
C_2174,P_185,24.050
C_2174,P_236,975
C_2788,P_56,564
C_2788,P_57,1.003
C_2788,P_125,249
C_2788,P_126,3.055
C_2788,P_185,6.308
C_2788,P_244,1.260
C_2788,P_284,780
C_2788,P_288,60
C_2788,P_308,1.925
C_2788,P_314,1.920
C_2233,P_60,3.705
C_2233,P_364,1.900
C_1623,P_57,5.655
C_1623,P_165,780
C_1623,P_221,2.530
C_1623,P_279,3.500
C_1623,P_284,930
C_1623,P_289,490
C_1623,P_364,3.816
C_463,P_308,1.760
C_3348,P_93,150
C_3348,P_126,705
C_3348,P_190,930
C_3348,P_221,1.055
C_3348,P_258,1.250
C_3348,P_284,180
C_3348,P_308,1.760
C_3708,P_93,150
C_3708,P_126,705
C_3708,P_190,930
C_3708,P_221,1.055
C_3708,P_258,1.250
C_3708,P_284,180
C_3708,P_308,1.760
C_5441,P_216,243
C_5441,P_344,86
C_785,P_350,255
C_785,P_407,278
C_5869,P_50,1.212
C_1893,P_201,1.117
C_2400,P_125,496
C_2400,P_185,3.600
C_2817,P_258,2.162
C_186,P_60,5.415
C_4655,P_126,270
C_4655,P_171,360
C_1894,P_53,1.540
C_791,P_50,963
C_1895,P_297,1.598
C_1758,P_297,255
C_2054,P_312,10.350
C_2472,P_97,180
C_2472,P_185,1.925
C_2472,P_328,268
C_1011,P_289,315
C_4586,P_297,480
C_5151,P_97,850
C_5151,P_185,4.620
C_5870,P_185,711
C_5871,P_41,1.250
C_5871,P_126,3.120
C_5871,P_185,1.027
C_2392,P_221,58
C_798,P_93,145
C_798,P_190,186
C_798,P_221,545
C_798,P_284,130
C_4136,P_185,1.800
C_4136,P_221,220
C_4136,P_263,660
C_4136,P_284,400
C_1977,P_185,6.970
C_1977,P_284,650
C_1977,P_288,1.215
C_1844,P_41,260
C_1855,P_216,300
C_1855,P_344,650
C_81,P_308,1.750
C_706,P_45,490
C_349,P_41,744
C_349,P_407,225
C_1306,P_41,2.850
C_1306,P_185,3.660
C_1306,P_236,380
C_1306,P_311,1.545
C_5863,P_297,660
C_493,P_26,396
C_493,P_270,2.030
C_600,P_216,369
C_2559,P_185,800
C_2559,P_221,1.120
C_2559,P_284,325
C_2560,P_185,800
C_2560,P_221,1.120
C_2560,P_284,325
C_2561,P_185,800
C_2561,P_221,1.120
C_2561,P_284,325
C_1226,P_125,540
C_1653,P_76,390
C_1653,P_185,958
C_1653,P_244,280
C_1653,P_270,136
C_1654,P_76,390
C_1654,P_185,3.830
C_1654,P_244,700
C_1654,P_270,2.992
C_383,P_336,310
C_1722,P_297,660
C_629,P_297,1.500
C_5561,P_41,1.110
C_5561,P_76,134
C_5561,P_185,1.840
C_5561,P_221,981
C_5561,P_284,351
C_5561,P_407,554
C_631,P_185,1.850
C_5135,P_57,635
C_1872,P_90,240
C_1330,P_8,540
C_1330,P_110,29
C_2107,P_312,693
C_1103,P_53,399
C_1103,P_174,270
C_1103,P_185,1.840
C_1103,P_245,300
C_958,P_126,3.500
C_958,P_221,3.450
C_958,P_284,945
C_958,P_308,3.600
C_958,P_311,110
C_958,P_312,6.800
C_412,P_41,58
C_412,P_311,98
C_2731,P_330,7.320
C_273,P_41,1.534
C_273,P_57,1.920
C_273,P_312,3.400
C_273,P_406,2.790
C_2222,P_93,798
C_2222,P_244,750
C_2222,P_406,176
C_2380,P_432,1.760
C_286,P_57,12.800
C_286,P_185,20.000
C_286,P_221,5.750
C_286,P_284,1.575
C_5215,P_125,2.500
C_2284,P_297,1.200
C_425,P_185,684
C_425,P_221,480
C_425,P_284,240
C_425,P_407,280
C_1426,P_279,1.761
C_1426,P_284,480
C_1426,P_328,725
C_973,P_190,456
C_973,P_221,436
C_431,P_53,210
C_431,P_279,680
C_431,P_284,260
C_431,P_312,640
C_5254,P_57,635
C_5254,P_125,280
C_5254,P_178,1.407
C_5254,P_284,130
C_5254,P_406,201
C_1187,P_221,63
C_1187,P_284,124
C_1187,P_312,390
C_2285,P_40,640
C_2285,P_185,1.200
C_2285,P_263,482
C_2285,P_284,345
C_2285,P_333,1.108
C_2285,P_364,990
C_295,P_300,8.055
C_3442,P_297,340
C_152,P_221,1.150
C_152,P_284,630
C_152,P_308,820
C_152,P_312,238
C_152,P_314,850
C_152,P_348,1.440
C_153,P_221,1.150
C_153,P_284,630
C_153,P_308,820
C_153,P_312,238
C_153,P_314,850
C_153,P_348,1.440
C_156,P_221,1.264
C_156,P_284,390
C_551,P_185,878
C_1483,P_288,310
C_439,P_41,58
C_439,P_311,98
C_3260,P_297,1.774
C_560,P_126,2.500
C_5478,P_126,2.500
C_441,P_126,9.600
C_441,P_185,7.600
C_441,P_221,1.320
C_441,P_284,660
C_3698,P_57,63
C_3698,P_76,390
C_3698,P_185,800
C_3698,P_407,75
C_442,P_8,190
C_442,P_21,1.200
C_442,P_41,248
C_442,P_110,10
C_442,P_171,1.080
C_442,P_185,468
C_442,P_263,170
C_442,P_284,130
C_442,P_297,570
C_442,P_389,110
C_1197,P_40,1.260
C_4114,P_270,1.600
C_4114,P_289,1.850
C_3547,P_288,58
C_5309,P_288,115
C_1347,P_126,235
C_1347,P_221,318
C_1347,P_350,75
C_570,P_57,176
C_570,P_97,180
C_570,P_171,704
C_570,P_185,3.420
C_570,P_289,315
C_570,P_350,3.400
C_570,P_407,68
C_1700,P_185,559
C_1700,P_244,140
C_1700,P_270,680
C_460,P_421,1.780
C_326,P_38,148
C_1893,P_93,831
C_5456,P_244,190
C_5693,P_297,1.283
C_4864,P_297,525
C_1011,P_57,585
C_1011,P_185,2.128
C_1011,P_350,1.105
C_1011,P_407,135
C_1134,P_185,748
C_1134,P_279,325
C_2524,P_279,330
C_2524,P_284,63
C_2058,P_126,1.410
C_2058,P_163,207
C_2058,P_185,2.342
C_2058,P_248,2.775
C_2058,P_270,750
C_2058,P_333,2.875
C_2058,P_361,3.780
C_2058,P_380,630
C_1,P_53,630
C_1,P_126,720
C_1,P_312,952
C_2,P_297,96
C_3,P_190,612
C_4,P_10,40
C_4,P_216,60
C_5,P_48,390
C_5,P_393,195
C_6,P_185,608
C_7,P_388,158
C_8,P_41,5.350
C_9,P_177,570
C_9,P_185,576
C_9,P_284,122
C_9,P_312,518
C_10,P_185,1.350
C_10,P_235,300
C_10,P_364,1.050
C_11,P_284,240
C_12,P_56,795
C_13,P_196,525
C_13,P_284,120
C_14,P_126,660
C_15,P_297,540
C_16,P_26,188
C_17,P_56,210
C_17,P_284,240
C_18,P_388,385
C_19,P_53,190
C_19,P_126,228
C_19,P_244,70
C_19,P_263,743
C_20,P_297,230
C_21,P_185,970
C_21,P_408,85
C_22,P_185,970
C_23,P_185,194
C_23,P_245,70
C_24,P_53,190
C_24,P_126,228
C_24,P_244,70
C_24,P_263,743
C_25,P_76,544
C_25,P_126,1.620
C_25,P_190,64
C_25,P_284,650
C_25,P_388,2.500
C_26,P_126,482
C_26,P_244,420
C_26,P_388,550
C_27,P_284,66
C_28,P_190,201
C_28,P_284,66
C_28,P_288,40
C_28,P_423,330
C_29,P_181,1.181
C_29,P_288,261
C_30,P_56,218
C_31,P_126,510
C_32,P_50,133
C_33,P_288,72
C_34,P_70,870
C_34,P_126,2.500
C_35,P_48,185
C_35,P_177,194
C_35,P_393,39
C_36,P_284,210
C_36,P_352,130
C_36,P_359,465
C_36,P_388,550
C_37,P_53,380
C_37,P_126,245
C_37,P_174,75
C_37,P_185,400
C_37,P_374,90
C_38,P_297,240
C_39,P_56,540
C_40,P_220,540
C_40,P_284,170
C_41,P_177,194
C_42,P_310,330
C_43,P_126,1.750
C_43,P_388,750
C_44,P_10,45
C_44,P_216,38
C_45,P_126,5.060
C_46,P_50,1.200
C_47,P_50,116
C_48,P_167,204
C_48,P_284,66
C_49,P_53,440
C_49,P_221,1.356
C_49,P_284,420
C_50,P_57,381
C_50,P_408,68
C_51,P_50,432
C_52,P_126,795
C_52,P_336,1.035
C_53,P_360,252
C_54,P_53,621
C_55,P_76,136
C_55,P_126,777
C_56,P_190,520
C_57,P_270,320
C_58,P_196,1.420
C_58,P_284,882
C_59,P_185,228
C_59,P_388,220
C_60,P_76,548
C_61,P_126,500
C_61,P_177,345
C_61,P_284,66
C_62,P_126,250
C_62,P_167,204
C_62,P_284,66
C_63,P_263,365
C_63,P_284,132
C_63,P_336,320
C_64,P_297,576
C_65,P_42,116
C_65,P_185,89
C_66,P_126,750
C_66,P_284,240
C_66,P_359,824
C_67,P_181,1.155
C_68,P_50,149
C_69,P_41,408
C_69,P_185,623
C_70,P_10,80
C_70,P_185,2.100
C_70,P_216,120
C_70,P_288,630
C_71,P_263,310
C_72,P_421,600
C_73,P_126,1.250
C_73,P_185,1.092
C_73,P_263,1.360
C_73,P_284,520
C_74,P_263,195
C_75,P_220,2.784
C_76,P_187,40
C_77,P_297,525
C_78,P_350,480
C_79,P_22,54
C_79,P_53,1.296
C_79,P_189,57
C_79,P_270,288
C_80,P_125,5.170
C_81,P_45,600
C_82,P_76,240
C_82,P_126,1.000
C_82,P_284,390
C_82,P_388,1.380
C_83,P_244,350
C_83,P_263,2.380
C_83,P_284,720
C_83,P_289,450
C_84,P_377,0
C_85,P_263,1.344
C_85,P_284,264
C_85,P_288,50
C_85,P_312,2.016
C_86,P_200,252
C_86,P_221,188
C_86,P_284,130
C_87,P_284,600
C_87,P_388,2.300
C_88,P_126,2.340
C_88,P_185,4.950
C_88,P_221,5.915
C_88,P_284,2.405
C_89,P_220,720
C_89,P_284,130
C_90,P_187,50
C_91,P_57,414
C_91,P_190,345
C_92,P_185,178
C_92,P_221,360
C_92,P_284,120
C_93,P_126,250
C_93,P_350,180
C_94,P_97,120
C_94,P_312,1.008
C_95,P_297,1.629
C_96,P_185,546
C_97,P_379,576
C_97,P_408,240
C_98,P_173,480
C_99,P_126,260
C_99,P_181,165
C_99,P_221,298
C_99,P_284,59
C_100,P_185,2.225
C_100,P_284,924
C_100,P_423,4.080
C_101,P_185,89
C_16,P_26,230
C_16,P_177,798
C_16,P_284,283
C_102,P_263,220
C_103,P_57,260
C_103,P_284,1.170
C_104,P_10,90
C_105,P_57,318
C_105,P_125,1.275
C_105,P_196,1.050
C_105,P_284,630
C_106,P_76,130
C_107,P_126,270
C_107,P_181,171
C_107,P_221,240
C_108,P_185,2.676
C_108,P_263,2.680
C_108,P_284,819
C_109,P_312,195
C_110,P_53,1.000
C_110,P_364,1.050
C_111,P_221,950
C_111,P_263,1.600
C_111,P_284,1.740
C_112,P_284,1.500
C_113,P_126,260
C_113,P_181,165
C_113,P_221,298
C_113,P_284,59
C_114,P_200,875
C_26,P_284,180
C_28,P_185,267
C_28,P_284,66
C_28,P_288,40
C_28,P_423,330
C_115,P_310,360
C_116,P_26,250
C_116,P_57,567
C_116,P_139,260
C_116,P_185,1.280
C_116,P_408,290
C_117,P_185,534
C_117,P_336,320
C_117,P_388,230
C_118,P_377,570
C_29,P_181,1.890
C_119,P_200,350
C_120,P_70,270
C_120,P_185,1.456
C_120,P_196,1.065
C_120,P_221,56
C_120,P_284,504
C_121,P_136,780
C_122,P_56,225
C_122,P_57,188
C_122,P_125,750
C_122,P_263,1.155
C_122,P_284,420
C_122,P_312,315
C_123,P_41,1.300
C_33,P_53,210
C_33,P_245,120
C_33,P_263,350
C_33,P_284,65
C_124,P_9,390
C_124,P_220,950
C_124,P_312,1.980
C_125,P_177,1.548
C_125,P_185,1.455
C_125,P_284,252
C_126,P_48,390
C_126,P_185,1.455
C_126,P_263,1.548
C_126,P_284,793
C_126,P_393,78
C_127,P_297,328
C_128,P_190,560
C_129,P_99,770
C_129,P_350,765
C_130,P_53,420
C_130,P_126,5.760
C_130,P_173,120
C_130,P_263,1.020
C_130,P_284,1.102
C_130,P_382,3.500
C_131,P_186,95.200
C_132,P_141,30
C_133,P_190,72
C_134,P_41,272
C_134,P_185,1.056
C_134,P_310,1.375
C_135,P_312,1.740
C_136,P_126,3.060
C_137,P_284,600
C_137,P_317,550
C_138,P_189,1.140
C_139,P_350,85
C_140,P_297,350
C_141,P_39,600
C_141,P_167,1.080
C_141,P_245,70
C_142,P_377,950
C_143,P_97,80
C_143,P_185,1.008
C_144,P_185,357
C_145,P_53,220
C_145,P_270,220
C_146,P_297,720
C_147,P_185,267
C_147,P_284,132
C_147,P_388,438
C_148,P_308,23.040
C_148,P_314,9.362
C_149,P_185,1.200
C_150,P_185,156
C_150,P_190,310
C_150,P_284,66
C_150,P_388,125
C_151,P_185,588
C_152,P_177,484
C_152,P_185,340
C_152,P_284,252
C_153,P_177,484
C_153,P_185,340
C_153,P_284,252
C_154,P_53,1.440
C_154,P_126,1.560
C_154,P_185,1.602
C_154,P_270,740
C_154,P_284,780
C_154,P_423,2.850
C_155,P_200,263
C_156,P_408,78
C_157,P_99,330
C_157,P_350,255
C_158,P_432,110
C_159,P_53,648
C_159,P_97,1.501
C_159,P_221,236
C_160,P_174,75
C_161,P_200,840
C_162,P_185,546
C_163,P_97,350
C_163,P_126,660
C_163,P_263,1.650
C_164,P_126,230
C_164,P_312,110
C_165,P_57,1.620
C_166,P_270,650
C_167,P_190,72
C_168,P_53,210
C_168,P_126,750
C_168,P_190,780
C_168,P_364,210
C_169,P_174,95
C_169,P_308,960
C_169,P_360,276
C_170,P_26,60
C_170,P_97,40
C_170,P_185,252
C_170,P_408,73
C_171,P_97,40
C_171,P_190,240
C_171,P_263,510
C_171,P_284,120
C_172,P_8,595
C_172,P_110,24
C_173,P_26,540
C_173,P_126,747
C_174,P_419,7
C_175,P_57,1.207
C_175,P_270,276
C_176,P_57,483
C_176,P_126,1.250
C_176,P_174,450
C_176,P_185,4.500
C_176,P_221,180
C_176,P_235,260
C_176,P_284,60
C_177,P_57,1.419
C_177,P_284,780
C_177,P_312,3.288
C_59,P_48,170
C_178,P_57,483
C_178,P_190,390
C_178,P_270,288
C_178,P_408,221
C_64,P_297,1.118
C_179,P_126,5.880
C_179,P_284,1.755
C_179,P_308,13.748
C_179,P_388,6.250
C_179,P_413,6.820
C_180,P_57,1.300
C_180,P_185,1.249
C_180,P_284,702
C_180,P_364,1.372
C_180,P_388,5.625
C_181,P_48,205
C_182,P_190,242
C_182,P_408,83
C_183,P_297,400
C_184,P_221,630
C_185,P_177,304
C_185,P_284,171
C_186,P_350,270
C_186,P_408,225
C_187,P_125,1.300
C_187,P_221,880
C_187,P_284,180
C_188,P_263,760
C_189,P_263,385
C_189,P_284,132
C_189,P_312,720
C_190,P_17,5.400
C_190,P_53,240
C_191,P_26,366
C_192,P_190,414
C_192,P_288,50
C_193,P_190,242
C_193,P_408,83
C_194,P_53,210
C_195,P_288,143
C_195,P_336,900
C_196,P_50,460
C_196,P_351,550
C_197,P_8,120
C_198,P_126,744
C_198,P_388,58
C_199,P_126,2.640
C_199,P_177,4.416
C_199,P_263,2.944
C_199,P_284,3.150
C_199,P_359,3.998
C_200,P_190,650
C_200,P_312,620
C_201,P_53,200
C_201,P_177,838
C_201,P_185,790
C_202,P_50,400
C_202,P_60,3.468
C_202,P_200,8.120
C_202,P_268,30
C_78,P_39,250
C_78,P_125,3.900
C_203,P_8,110
C_203,P_62,51
C_204,P_126,1.840
C_205,P_245,340
C_80,P_53,200
C_80,P_174,1.190
C_80,P_263,2.560
C_80,P_284,1.200
C_80,P_389,120
C_81,P_45,1.350
C_206,P_53,1.000
C_206,P_136,2.000
C_206,P_245,70
C_206,P_389,275
C_207,P_190,600
C_208,P_174,160
C_208,P_190,288
C_209,P_185,1.050
C_210,P_288,50
C_211,P_100,5.520
C_211,P_126,1.680
C_211,P_359,4.118
C_85,P_263,1.728
C_85,P_284,264
C_85,P_312,2.520
C_212,P_136,5.160
C_213,P_41,236
C_214,P_126,167
C_214,P_263,180
C_214,P_284,53
C_214,P_359,183
C_215,P_245,300
C_216,P_22,500
C_216,P_185,840
C_216,P_270,276
C_217,P_336,480
C_218,P_410,210
C_219,P_53,440
C_219,P_126,2.160
C_219,P_177,850
C_219,P_245,140
C_219,P_301,240
C_219,P_359,2.070
C_220,P_388,1.300
C_221,P_388,1.300
C_222,P_388,1.300
C_223,P_177,380
C_223,P_301,70
C_224,P_297,516
C_225,P_53,960
C_225,P_185,445
C_225,P_270,640
C_225,P_284,264
C_226,P_126,460
C_227,P_388,315
C_228,P_185,252
C_229,P_297,2.399
C_15,P_297,540
C_16,P_26,403
C_16,P_177,798
C_16,P_284,339
C_17,P_177,760
C_230,P_126,720
C_230,P_360,900
C_231,P_100,1.840
C_231,P_350,1.000
C_232,P_174,190
C_232,P_185,178
C_232,P_190,310
C_232,P_263,215
C_232,P_284,120
C_232,P_288,6
C_232,P_388,448
C_233,P_190,6.144
C_234,P_53,200
C_234,P_189,624
C_234,P_245,80
C_234,P_284,116
C_234,P_288,13
C_235,P_310,130
C_236,P_174,185
C_236,P_284,330
C_237,P_190,3.300
C_237,P_336,170
C_238,P_185,1.602
C_239,P_57,903
C_239,P_288,57
C_239,P_347,1.000
C_240,P_284,3.000
C_241,P_185,89
C_242,P_244,520
C_243,P_312,384
C_244,P_74,428
C_244,P_97,0
C_245,P_297,877
C_246,P_297,450
C_247,P_126,1.890
C_247,P_185,1.691
C_247,P_221,288
C_247,P_284,175
C_248,P_297,3.366
C_249,P_297,540
C_250,P_297,1.305
C_116,P_185,1.200
C_251,P_125,3.900
C_251,P_350,480
C_252,P_360,3.600
C_253,P_344,200
C_254,P_10,576
C_254,P_91,0
C_255,P_297,650
C_256,P_312,63
C_257,P_126,726
C_258,P_190,670
C_259,P_297,228
C_260,P_297,255
C_261,P_70,290
C_261,P_190,3.168
C_261,P_270,2.044
C_261,P_284,65
C_261,P_288,396
C_261,P_388,363
C_39,P_56,68
C_39,P_126,516
C_262,P_190,276
C_263,P_297,240
C_264,P_53,220
C_265,P_26,140
C_265,P_126,260
C_265,P_174,218
C_265,P_185,2.046
C_265,P_284,544
C_265,P_388,2.016
C_266,P_57,5.200
C_267,P_297,791
C_268,P_97,675
C_268,P_126,1.080
C_268,P_185,1.344
C_268,P_284,528
C_269,P_310,110
C_270,P_185,1.925
C_271,P_41,124
C_271,P_312,128
C_271,P_408,75
C_272,P_174,100
C_272,P_284,120
C_272,P_388,325
C_273,P_185,1.260
C_274,P_74,160
C_275,P_272,5.865
C_276,P_297,243
C_42,P_196,178
C_277,P_185,486
C_277,P_350,80
C_278,P_284,180
C_279,P_126,2.760
C_280,P_126,1.440
C_281,P_200,875
C_281,P_284,325
C_282,P_297,1.333
C_283,P_297,865
C_283,P_57,1.950
C_283,P_185,1.176
C_284,P_297,385
C_285,P_60,1.125
C_285,P_185,2.590
C_285,P_200,576
C_285,P_288,113
C_285,P_350,255
C_286,P_185,4.350
C_287,P_41,1.342
C_287,P_173,743
C_287,P_185,1.738
C_287,P_200,1.763
C_287,P_333,3.975
C_288,P_244,3.400
C_289,P_126,496
C_290,P_126,7.200
C_291,P_53,2.000
C_291,P_70,400
C_291,P_76,1.416
C_291,P_196,1.050
C_291,P_244,480
C_291,P_284,660
C_292,P_359,641
C_292,P_430,240
C_293,P_50,400
C_294,P_53,200
C_294,P_245,70
C_295,P_126,1.470
C_296,P_177,400
C_297,P_76,130
C_297,P_185,84
C_298,P_284,945
C_299,P_51,450
C_299,P_56,399
C_299,P_382,495
C_300,P_26,63
C_300,P_177,193
C_300,P_185,336
C_300,P_284,176
C_301,P_284,780
C_302,P_388,750
C_303,P_297,413
C_304,P_53,205
C_304,P_364,190
C_305,P_126,248
C_305,P_185,246
C_305,P_262,300
C_305,P_263,350
C_305,P_284,420
C_305,P_388,2.700
C_306,P_336,480
C_307,P_297,450
C_308,P_301,300
C_309,P_41,1.430
C_309,P_174,600
C_309,P_185,7.200
C_309,P_244,720
C_309,P_284,186
C_309,P_380,3.400
C_309,P_388,810
C_310,P_297,510
C_311,P_26,120
C_312,P_8,90
C_313,P_297,536
C_314,P_53,480
C_315,P_185,89
C_316,P_70,145
C_316,P_221,545
C_316,P_284,260
C_316,P_364,1.260
C_316,P_388,491
C_317,P_177,760
C_318,P_126,1.840
C_175,P_126,1.560
C_175,P_185,1.215
C_175,P_284,378
C_319,P_126,530
C_319,P_190,612
C_320,P_97,43
C_320,P_177,185
C_320,P_190,195
C_320,P_350,85
C_59,P_310,190
C_321,P_53,220
C_321,P_245,200
C_322,P_56,145
C_323,P_126,480
C_324,P_8,80
C_324,P_91,460
C_324,P_284,140
C_325,P_126,720
C_325,P_177,680
C_325,P_241,55
C_325,P_245,140
C_325,P_301,180
C_325,P_359,1.170
C_325,P_388,110
C_326,P_70,568
C_326,P_284,158
C_326,P_388,645
C_327,P_185,267
C_328,P_53,210
C_328,P_97,120
C_328,P_190,496
C_328,P_284,64
C_329,P_190,3.450
C_184,P_221,2.940
C_184,P_263,1.210
C_330,P_126,750
C_330,P_177,760
C_330,P_263,190
C_330,P_301,280
C_330,P_359,930
C_66,P_126,1.667
C_66,P_177,900
C_66,P_245,600
C_66,P_263,180
C_66,P_284,53
C_66,P_359,2.013
C_331,P_53,220
C_331,P_270,160
C_331,P_350,80
C_332,P_185,445
C_332,P_263,195
C_332,P_284,130
C_190,P_297,970
C_333,P_177,180
C_334,P_126,667
C_334,P_245,210
C_334,P_263,180
C_334,P_284,53
C_334,P_359,732
C_335,P_125,500
C_335,P_126,235
C_335,P_408,65
C_335,P_430,119
C_192,P_187,153
C_192,P_216,280
C_336,P_190,6.900
C_337,P_9,630
C_337,P_53,480
C_337,P_190,1.650
C_338,P_387,570
C_339,P_126,1.701
C_71,P_53,624
C_71,P_245,520
C_71,P_364,380
C_340,P_100,230
C_340,P_350,50
C_340,P_360,90
C_341,P_76,264
C_341,P_221,188
C_341,P_246,1.050
C_341,P_263,350
C_341,P_284,195
C_341,P_312,496
C_341,P_389,110
C_196,P_50,1.380
C_196,P_244,560
C_196,P_351,1.650
C_196,P_388,1.304
C_205,P_45,2.100
C_205,P_126,3.060
C_205,P_388,1.800
C_342,P_60,380
C_343,P_39,368
C_343,P_126,735
C_343,P_284,120
C_344,P_284,62
C_345,P_190,67
C_346,P_126,265
C_347,P_174,509
C_348,P_415,500
C_349,P_284,345
C_350,P_263,170
C_351,P_76,260
C_352,P_26,300
C_352,P_39,390
C_352,P_53,438
C_352,P_136,860
C_352,P_194,660
C_352,P_284,240
C_213,P_41,236
C_213,P_185,988
C_213,P_263,155
C_353,P_70,140
C_353,P_126,245
C_353,P_263,503
C_353,P_284,420
C_353,P_388,780
C_354,P_350,240
C_215,P_245,300
C_355,P_284,33
C_356,P_200,613
C_357,P_310,115
C_93,P_104,281
C_93,P_185,312
C_93,P_284,90
C_358,P_23,360
C_358,P_38,320
C_358,P_41,250
C_358,P_50,400
C_358,P_57,2.688
C_358,P_125,530
C_358,P_181,2.632
C_358,P_221,188
C_358,P_246,1.155
C_358,P_245,70
C_358,P_263,370
C_358,P_284,390
C_358,P_308,700
C_358,P_310,300
C_358,P_312,2.232
C_358,P_333,500
C_358,P_350,480
C_358,P_364,1.470
C_358,P_387,420
C_358,P_388,750
C_358,P_389,55
C_358,P_397,667
C_359,P_297,383
C_360,P_53,900
C_360,P_336,320
C_361,P_263,2.040
C_362,P_70,145
C_362,P_284,180
C_362,P_388,875
C_363,P_408,74
C_364,P_297,648
C_365,P_10,160
C_365,P_216,120
C_365,P_310,945
C_366,P_57,67
C_366,P_245,150
C_366,P_270,142
C_366,P_284,300
C_366,P_408,75
C_367,P_126,2.570
C_367,P_388,345
C_368,P_126,1.325
C_368,P_245,150
C_369,P_189,174
C_369,P_190,195
C_369,P_388,500
C_370,P_200,546
C_370,P_333,300
C_15,P_297,468
C_371,P_26,999
C_371,P_189,855
C_371,P_388,250
C_372,P_289,800
C_373,P_41,120
C_373,P_236,60
C_374,P_136,440
C_375,P_261,599
C_376,P_126,500
C_376,P_350,140
C_377,P_26,563
C_377,P_76,402
C_377,P_125,795
C_377,P_126,765
C_377,P_221,63
C_377,P_284,195
C_378,P_126,2.295
C_378,P_190,594
C_379,P_126,780
C_379,P_263,720
C_379,P_284,260
C_379,P_312,536
C_380,P_53,105
C_380,P_177,86
C_380,P_190,96
C_380,P_350,45
C_381,P_53,210
C_381,P_177,173
C_381,P_350,90
C_382,P_53,105
C_382,P_177,86
C_382,P_190,96
C_382,P_350,45
C_383,P_126,750
C_383,P_177,518
C_383,P_284,132
C_383,P_288,28
C_383,P_377,525
C_383,P_388,250
C_106,P_9,150
C_106,P_26,75
C_106,P_53,220
C_106,P_126,650
C_106,P_177,555
C_106,P_190,896
C_384,P_97,110
C_384,P_245,320
C_385,P_60,1.260
C_385,P_165,500
C_385,P_200,910
C_385,P_208,210
C_385,P_221,1.960
C_241,P_126,780
C_241,P_245,85
C_241,P_284,165
C_241,P_388,750
C_386,P_216,120
C_386,P_344,30
C_387,P_41,130
C_387,P_57,138
C_243,P_312,384
C_388,P_190,3.640
C_388,P_388,575
C_389,P_222,199
C_389,P_350,70
C_390,P_38,405
C_390,P_236,240
C_391,P_48,912
C_391,P_351,2.240
C_26,P_126,2.892
C_26,P_244,420
C_26,P_263,680
C_26,P_284,840
C_26,P_308,1.400
C_392,P_41,120
C_392,P_236,60
C_393,P_60,188
C_393,P_190,65
C_394,P_57,603
C_394,P_126,1.225
C_394,P_185,2.700
C_394,P_284,600
C_394,P_310,345
C_395,P_203,530
C_395,P_284,130
C_121,P_388,1.680
C_396,P_126,4.410
C_396,P_364,3.780
C_397,P_126,1.380
C_397,P_174,300
C_398,P_38,80
C_399,P_284,300
C_399,P_312,700
C_399,P_388,1.350
C_400,P_56,80
C_400,P_167,320
C_400,P_263,300
C_400,P_284,160
C_401,P_104,281
C_401,P_185,312
C_401,P_284,90
C_402,P_97,45
C_402,P_185,264
C_403,P_190,420
C_404,P_53,190
C_404,P_190,300
C_127,P_26,118
C_127,P_189,570
C_127,P_284,720
C_127,P_388,968
C_405,P_38,1.600
C_405,P_185,2.150
C_405,P_408,1.480
C_406,P_53,220
C_406,P_126,260
C_406,P_312,60
C_407,P_45,300
C_407,P_53,800
C_407,P_270,560
C_407,P_348,800
C_408,P_348,400
C_409,P_53,219
C_409,P_185,200
C_409,P_350,150
C_410,P_126,250
C_410,P_284,60
C_410,P_388,260
C_411,P_174,509
C_411,P_185,1.472
C_411,P_350,450
C_412,P_70,180
C_412,P_244,150
C_413,P_53,630
C_413,P_97,225
C_413,P_104,1.505
C_413,P_190,718
C_413,P_284,198
C_414,P_200,1.092
C_415,P_53,540
C_415,P_60,720
C_415,P_126,470
C_415,P_185,720
C_415,P_288,11
C_415,P_336,160
C_415,P_350,140
C_415,P_421,200
C_416,P_297,219
C_417,P_177,340
C_417,P_185,308
C_417,P_284,198
C_418,P_97,450
C_418,P_185,4.140
C_418,P_244,180
C_418,P_288,59
C_418,P_377,540
C_418,P_408,450
C_419,P_185,1.596
C_419,P_388,1.708
C_138,P_377,1.950
C_138,P_388,1.840
C_420,P_57,504
C_420,P_125,1.680
C_420,P_245,120
C_420,P_270,592
