#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_#Producto,Margen_s_Facturacion
C_2285,28,4,10373,2823,370,101,27
C_2286,213,4,143575,27292,674,128,19
C_2287,12,4,5680,1306,473,109,23
C_2288,5,2,4273,517,855,103,12
C_2289,27,2,6974,2043,258,76,29
C_229,17,4,23268,4599,1369,271,20
C_2290,18,4,12566,1821,698,101,14
C_2291,63,4,38654,9490,614,151,25
C_2292,31,4,18555,5303,599,171,29
C_2293,23,4,60079,11421,2612,497,19
C_2294,3,4,3570,1204,1190,401,34
C_2295,2,2,392,122,196,61,31
C_2296,1,2,1680,269,1680,269,16
C_2297,2,2,2036,37,1018,18,2
C_2298,4,2,4275,1244,1069,311,29
C_2299,4,2,2047,734,512,183,36
C_23,14,2,3762,869,269,62,23
C_230,28,2,14071,2400,503,86,17
C_2300,1,2,240,47,240,47,19
C_2301,8,2,8503,474,1063,59,6
C_2302,33,2,17083,2097,518,64,12
C_2303,3,2,780,262,260,87,34
C_2304,44,4,35838,16071,815,365,45
C_2305,41,4,11597,3004,283,73,26
C_2306,12,2,9027,1669,752,139,18
C_2307,48,4,58671,10631,1222,221,18
C_2308,6,2,7255,840,1209,140,12
C_2309,9,4,2887,698,321,78,24
C_231,14,4,14465,2916,1033,208,20
C_2310,12,4,14070,2799,1173,233,20
C_2311,4,2,18161,2862,4540,716,16
C_2312,4,2,917,141,229,35,15
C_2313,11,4,9377,1563,852,142,17
C_2314,9,4,10750,3204,1194,356,30
C_2315,36,4,23585,3648,655,101,15
C_2316,30,2,19506,8825,650,294,45
C_2317,30,2,19360,8057,645,269,42
C_2318,96,4,101030,22760,1052,237,23
C_2319,14,4,6919,1133,494,81,16
C_232,86,4,38429,8325,447,97,22
C_2320,1,2,60,31,60,31,52
C_2321,25,2,13353,2937,534,117,22
C_2322,16,4,10085,1680,630,105,17
C_2323,6,2,1727,339,288,57,20
C_2324,63,2,25456,4802,404,76,19
C_2325,23,4,39270,8397,1707,365,21
C_2326,7,2,775,108,111,15,14
C_2327,14,4,14701,2981,1050,213,20
C_2328,2,4,240,44,120,22,18
C_2329,41,4,17765,5228,433,128,29
C_233,8,4,34115,4563,4264,570,13
C_2330,8,4,2308,333,289,42,14
C_2331,15,4,89984,11538,5999,769,13
C_2332,18,4,8052,1893,447,105,24
C_2333,4,4,866,174,217,44,20
C_2334,34,4,32436,12698,954,373,39
C_2335,12,4,22127,2403,1844,200,11
C_2336,1,2,320,168,320,168,52
C_2337,5,2,6767,493,1353,99,7
C_2338,14,2,10099,1699,721,121,17
C_2339,6,2,9356,526,1559,88,6
C_234,11,4,6858,1024,623,93,15
C_2340,24,2,5015,978,209,41,19
C_2341,12,4,17068,1942,1422,162,11
C_2342,6,2,35025,4947,5837,825,14
C_2343,30,4,22128,2594,738,86,12
C_2344,20,2,5691,677,285,34,12
C_2345,6,4,55885,13713,9314,2285,25
C_2346,24,4,10257,1391,427,58,14
C_2347,7,4,2040,675,291,96,33
C_2348,2,2,2525,995,1263,498,39
C_2349,17,4,4463,484,263,28,11
C_235,40,4,8707,1363,218,34,16
C_2350,15,4,11348,2020,757,135,18
C_2351,16,2,9426,2288,589,143,24
C_2352,8,4,2685,405,336,51,15
C_2353,8,4,2685,405,336,51,15
C_2354,34,2,14743,3218,434,95,22
C_2355,6,2,2625,806,438,134,31
C_2356,11,4,3952,728,359,66,18
C_2357,1,2,1980,479,1980,479,24
C_2358,2,2,136,136,68,68,100
C_2359,36,4,14870,3441,413,96,23
C_236,15,2,8442,2647,563,176,31
C_2360,15,4,54655,7482,3644,499,14
C_2361,3,2,151,15,50,5,10
C_2362,10,2,7043,788,704,79,11
C_2363,29,4,13027,2660,449,92,20
C_2364,1,2,420,322,420,322,77
C_2365,1,2,311,46,311,46,15
C_2366,1,2,930,155,930,155,17
C_2367,2,3,7296,1375,3648,688,19
C_2368,1,2,65,5,65,5,7
C_2369,12,2,8141,894,678,74,11
C_237,25,2,22511,5734,900,229,25
C_2370,28,4,11124,3055,397,109,27
C_2371,7,4,19677,3993,2811,570,20
C_2372,42,4,29988,5100,714,121,17
C_2373,3,2,991,510,330,170,51
C_2374,4,2,2400,1151,600,288,48
C_2375,6,2,4763,805,794,134,17
C_2376,6,4,16900,1786,2817,298,11
C_2377,25,4,11069,2043,443,82,18
C_2378,14,2,5439,1053,388,75,19
C_2379,19,4,3728,877,196,46,24
C_238,19,2,20010,3525,1053,186,18
C_2380,2,2,5840,3387,2920,1694,58
C_2381,7,4,35255,3940,5036,563,11
C_2382,2,2,550,145,275,73,26
C_2383,6,2,705,158,118,26,22
C_2384,22,2,11028,1474,501,67,13
C_2385,18,4,17223,4020,957,223,23
C_2386,1,2,445,53,445,53,12
C_2387,20,4,6407,780,320,39,12
C_2388,15,4,15205,2354,1014,157,15
C_2389,16,4,12893,3144,806,197,24
C_239,38,4,78556,11675,2067,307,15
C_2390,4,4,4821,2316,1205,579,48
C_2391,16,4,12893,3144,806,197,24
C_2392,23,4,16078,4721,699,205,29
C_2393,9,4,2280,311,253,35,14
C_2394,29,4,33552,3171,1157,109,9
C_2395,1,2,260,48,260,48,19
C_2396,7,2,405,78,58,11,19
C_2397,10,2,4124,979,412,98,24
C_2398,2,2,1150,390,575,195,34
C_2399,4,4,3742,578,936,145,15
C_24,11,4,4257,814,387,74,19
C_240,15,4,53551,6813,3570,454,13
C_2400,32,4,43738,8827,1367,276,20
C_2401,5,2,2102,910,420,182,43
C_2402,31,2,19854,4360,640,141,22
C_2403,68,2,51042,11656,751,171,23
C_2404,17,4,20828,3777,1225,222,18
C_2405,63,2,74406,16088,1181,255,22
C_2406,21,4,21369,5168,1018,246,24
C_2407,1,2,1840,120,1840,120,7
C_2408,3,2,3850,610,1283,203,16
C_241,175,4,65743,27426,376,157,42
C_2410,59,2,64458,14183,1093,240,22
C_2411,7,2,24516,2998,3502,428,12
C_2412,13,4,4070,448,313,34,11
C_2413,5,2,2921,232,584,46,8
C_2414,5,2,14331,1594,2866,319,11
C_2415,3,2,4868,311,1623,104,6
C_2416,5,4,2825,302,565,60,11
C_2417,5,4,989,414,198,83,42
C_2418,45,4,25199,7388,560,164,29
C_2419,18,2,5353,2019,297,112,38
C_242,38,4,77831,13354,2048,351,17
C_2420,7,4,1090,293,156,42,27
C_2421,9,4,8606,3874,956,430,45
C_2422,8,4,26202,5766,3275,721,22
C_2423,1,2,677,236,677,236,35
C_2424,5,2,7683,1817,1537,363,24
C_2425,7,4,5910,2161,844,309,37
C_2426,114,4,53317,15225,468,134,29
C_2427,1,2,84,16,84,16,19
C_2428,3,2,995,112,332,37,11
C_2429,3,2,16800,949,5600,316,6
C_243,43,4,10787,2175,251,51,20
C_2430,8,2,1489,164,186,21,11
C_2431,17,2,20621,5699,1213,335,28
C_2432,7,2,1180,452,169,65,38
C_2433,2,2,403,19,201,10,5
C_2434,17,2,6554,1779,386,105,27
C_2435,14,2,5343,1081,382,77,20
C_2436,14,2,7356,2665,525,190,36
C_2437,38,4,55187,12851,1452,338,23
C_2438,25,4,12163,1604,487,64,13
C_2439,42,4,140755,21462,3351,511,15
C_244,2,1,428,265,214,133,62
C_2440,36,4,139419,26519,3873,737,19
C_2441,17,4,13411,3204,789,188,24
C_2442,10,4,22342,3309,2234,331,15
C_2443,6,2,2574,849,429,141,33
C_2444,4,4,3355,712,839,178,21
C_2445,11,2,5920,2195,538,200,37
C_2446,2,1,240,41,120,20,17
C_2447,18,4,10975,2032,610,113,19
C_2448,12,2,2391,969,199,81,41
C_2449,8,4,1815,398,227,50,22
C_245,1,2,877,184,877,184,21
C_2450,45,4,21953,3896,488,87,18
C_2451,4,2,3755,235,939,59,6
C_2452,32,4,10817,3221,338,101,30
C_2453,18,2,14647,3215,814,179,22
C_2454,4,2,17450,3707,4363,927,21
C_2455,2,2,428,109,214,55,26
C_2456,4,2,956,84,239,21,9
C_2457,4,4,1052,319,263,80,30
C_2458,7,2,1452,267,207,38,18
C_2459,1,2,3210,127,3210,127,4
C_246,14,2,9660,3066,690,219,32
C_2460,2,2,520,143,260,71,27
C_2461,9,2,2040,361,227,40,18
C_2462,13,2,12158,2218,935,171,18
C_2463,1,2,125,19,125,19,15
C_2464,30,4,9697,2471,323,82,25
C_2465,3,2,1608,1043,536,348,65
C_2466,1,2,80,12,80,12,15
C_2467,5,4,676,82,135,16,12
C_2468,26,4,28143,6378,1082,245,23
C_2469,8,4,1862,259,233,32,14
C_247,68,4,53561,16469,788,242,31
C_2470,15,4,3076,540,205,36,18
C_2471,67,4,185195,31758,2764,474,17
C_2472,17,2,17525,1938,1031,114,11
C_2473,1,2,3735,283,3735,283,8
C_2474,23,4,9670,1392,420,61,14
C_2475,5,2,2588,477,518,95,18
C_2476,7,4,2680,539,383,77,20
C_2477,18,4,17598,5773,978,321,33
C_2478,8,4,1281,518,160,65,40
C_2479,2,2,635,264,318,132,42
C_248,12,2,51266,8667,4272,722,17
C_2480,2,2,942,114,471,57,12
C_2481,6,2,909,166,151,28,18
C_2482,29,4,22117,4963,763,171,22
C_2483,14,4,15244,4133,1089,295,27
C_2484,11,4,8454,1680,769,153,20
C_2485,1,2,128,10,128,10,8
C_2486,3,2,2730,484,910,161,18
C_2487,20,4,12271,2828,614,141,23
C_2488,7,4,2430,1314,347,188,54
C_2489,1,2,704,97,704,97,14
C_249,4,4,2329,534,582,134,23
C_2490,30,2,4568,1344,152,45,29
C_2491,2,2,389,55,195,27,14
C_2492,3,2,1576,278,525,93,18
C_2493,10,2,3702,1108,370,111,30
C_2494,1,2,465,126,465,126,27
C_2495,14,4,12105,3139,865,224,26
C_2496,9,4,9177,1165,1020,129,13
C_2497,21,2,27611,5062,1315,241,18
C_2498,17,4,17523,4153,1031,244,24
C_2499,3,2,6822,993,2274,331,15
C_25,44,4,41587,10885,945,247,26
C_250,1,2,1305,88,1305,88,7
C_2500,3,4,699,213,233,71,31
C_2501,6,2,4807,1027,801,171,21
C_2502,9,2,4483,1360,498,151,30
C_2503,4,2,356,83,89,21,23
C_2504,15,2,10415,3239,694,216,31
C_2505,2,2,22930,5212,11465,2606,23
C_2506,12,4,3137,661,261,55,21
C_2507,5,2,64708,311,12942,62,0
C_2508,9,2,4778,1298,531,144,27
C_2509,14,4,36423,5718,2602,408,16
C_251,31,4,37770,8504,1218,274,23
C_2510,3,2,1795,536,598,179,30
C_2511,2,2,1480,222,740,111,15
C_2512,37,4,18915,4416,511,119,23
C_2513,23,4,6793,1234,295,54,18
C_2514,8,2,12598,1758,1575,220,14
C_2515,2,2,4284,403,2142,202,9
C_2516,55,4,16892,4135,307,75,24
C_2517,62,4,27141,5978,438,96,22
C_2518,11,4,3449,1491,314,136,43
C_2519,2,2,123,6,61,3,5
C_252,23,4,46791,10730,2034,467,23
C_2520,12,4,12419,2821,1035,235,23
C_2521,6,4,4561,1530,760,255,34
C_2522,2,2,1415,456,708,228,32
C_2523,2,2,420,138,210,69,33
C_2524,37,4,12214,2824,330,76,23
C_2525,2,3,1120,500,560,250,45
C_2526,19,4,10214,1765,538,93,17
C_2527,48,4,83960,20260,1749,422,24
C_2528,1,2,720,400,720,400,56
C_2529,1,2,143,48,143,48,33
C_253,3,2,540,271,180,90,50
C_2530,51,4,34678,9747,680,191,28
C_2531,16,4,30690,9062,1918,566,30
C_2532,5,2,958,155,192,31,16
C_2533,12,2,6692,2757,558,230,41
C_2534,3,2,4430,1138,1477,379,26
C_2535,12,2,3815,1266,318,105,33
C_2537,1,2,80,26,80,26,32
C_2538,2,2,2790,460,1395,230,16
C_2539,14,4,7184,3506,513,250,49
C_254,17,4,15348,2817,903,166,18
C_2540,4,2,2161,369,540,92,17
C_2541,3,2,1307,65,436,22,5
C_2542,54,4,59788,18393,1107,341,31
C_2543,54,4,59496,18457,1102,342,31
C_2544,1,2,300,2,300,2,1
C_2545,4,2,3075,1929,769,482,63
C_2546,6,2,11700,4012,1950,669,34
C_2547,52,4,32575,6347,626,122,19
C_2548,4,4,699,99,175,25,14
C_2549,1,2,1200,50,1200,50,4
C_255,64,4,73989,10038,1156,157,14
C_2550,43,2,85020,16675,1977,388,20
C_2551,7,2,5693,1179,813,168,21
C_2552,2,2,4212,686,2106,343,16
C_2553,40,4,28841,6061,721,152,21
C_2554,23,4,11831,3051,514,133,26
C_2555,4,2,2050,205,513,51,10
C_2556,9,2,3902,1308,434,145,34
C_2557,1,2,200,73,200,73,37
C_2558,12,2,5419,2610,452,217,48
C_2559,39,4,27188,5197,697,133,19
C_256,64,2,26709,6025,417,94,23
C_2560,34,4,23669,3757,696,111,16
C_2561,39,4,27003,5085,692,130,19
C_2562,5,2,585,90,117,18,15
C_2563,24,2,5029,1015,210,42,20
C_2564,9,2,21958,2321,2440,258,11
C_2565,3,2,714,62,238,21,9
C_2566,9,4,4164,477,463,53,11
C_2567,2,2,260,52,130,26,20
C_2568,1,3,300,106,300,106,35
C_2569,23,4,5919,1490,257,65,25
C_257,34,2,17461,3244,514,95,19
C_2570,2,2,2480,54,1240,27,2
C_2571,6,2,6243,1505,1040,251,24
C_2572,34,4,79886,13367,2350,393,17
C_2573,9,2,1761,282,196,31,16
C_2574,31,4,43619,10139,1407,327,23
C_2575,2,2,2250,200,1125,100,9
C_2576,12,4,1009,281,84,23,28
C_2577,8,2,14855,1904,1857,238,13
C_2578,5,4,2475,342,495,68,14
C_2579,12,4,6878,1921,573,160,28
C_258,69,4,27519,5142,399,75,19
C_2580,15,2,12783,2782,852,185,22
C_2581,7,2,1638,322,234,46,20
C_2582,18,2,25856,10577,1436,588,41
C_2583,2,2,193,88,97,44,46
C_2584,8,2,1765,732,221,91,41
C_2585,9,2,5496,686,611,76,12
C_2586,2,2,2660,484,1330,242,18
C_2587,4,2,1119,205,280,51,18
C_2588,1,2,468,326,468,326,70
C_2589,15,4,18095,4379,1206,292,24
C_259,13,2,5197,1198,400,92,23
C_2590,6,2,1055,107,176,18,10
C_2591,2,4,128,44,64,22,35
C_2592,3,2,508,68,169,23,13
C_2593,1,2,1016,86,1016,86,8
C_2594,8,4,2333,450,292,56,19
C_2595,4,2,452,39,113,10,9
C_2596,13,4,6985,1659,537,128,24
C_2597,31,4,21208,4273,684,138,20
C_2598,1,2,310,143,310,143,46
C_2599,2,4,1392,191,696,96,14
C_26,136,4,110092,25991,809,191,24
C_260,2,2,765,128,383,64,17
C_2600,32,4,12050,1900,377,59,16
C_2601,1,2,245,19,245,19,8
C_2602,15,2,7229,1615,482,108,22
C_2603,11,4,1899,742,173,67,39
C_2604,7,4,2362,801,337,114,34
C_2605,11,2,4766,877,433,80,18
C_2606,28,4,32566,6833,1163,244,21
C_2607,3,2,1380,184,460,61,13
C_2608,4,2,2456,826,614,206,34
C_2609,15,4,3520,683,235,46,19
C_261,137,4,130663,30378,954,222,23
C_2610,6,4,13364,1187,2227,198,9
C_2611,17,2,4512,1139,265,67,25
C_2612,14,4,8349,2645,596,189,32
C_2613,2,2,174,34,87,17,19
C_2614,2,2,2400,179,1200,90,7
C_2615,15,4,3862,789,257,53,20
C_2616,6,2,5248,1320,875,220,25
C_2617,3,2,2133,134,711,45,6
C_2618,15,2,2233,488,149,33,22
C_2619,8,2,2507,373,313,47,15
C_262,8,4,2017,477,252,60,24
C_2620,4,4,3360,1726,840,431,51
C_2621,5,2,1826,857,365,171,47
C_2622,37,4,11159,2013,302,54,18
C_2623,2,4,456,205,228,102,45
C_2624,1,2,3950,206,3950,206,5
C_2625,8,2,13102,3005,1638,376,23
C_2626,41,4,9633,2860,235,70,30
C_2627,35,4,86166,20573,2462,588,24
C_2628,3,4,4678,1986,1559,662,42
C_2629,2,2,1434,70,717,35,5
C_263,5,2,1136,371,227,74,33
C_2630,23,2,13352,6539,581,284,49
C_2631,20,2,38226,3431,1911,172,9
C_2632,2,2,727,140,364,70,19
C_2633,8,4,804,131,101,16,16
C_2634,11,2,2276,481,207,44,21
C_2635,11,2,8594,1322,781,120,15
C_2636,1,2,2445,324,2445,324,13
C_2637,21,4,32207,7669,1534,365,24
C_2638,58,4,38431,7783,663,134,20
C_2639,11,2,16318,4154,1483,378,25
C_264,21,4,33498,4366,1595,208,13
C_2640,2,4,20869,6461,10435,3231,31
C_2641,2,2,1440,691,720,345,48
C_2642,54,4,75789,7783,1403,144,10
C_2643,3,2,2760,319,920,106,12
C_2644,4,2,715,247,179,62,34
C_2645,3,2,1013,206,338,69,20
C_2646,32,4,19381,4983,606,156,26
C_2647,16,2,14124,1778,883,111,13
C_2648,9,4,2702,514,300,57,19
C_2649,20,4,6375,1445,319,72,23
C_265,77,4,39696,10167,516,132,26
C_2650,3,2,540,107,180,36,20
C_2651,5,2,1417,175,283,35,12
C_2652,18,4,5365,1415,298,79,26
C_2653,3,2,374,117,125,39,31
C_2654,15,2,10758,1930,717,129,18
C_2655,9,2,3044,948,338,105,31
C_2656,13,2,6513,1029,501,79,16
C_2657,15,2,6617,1142,441,76,17
C_2658,2,2,696,180,348,90,26
C_2659,5,4,18718,2025,3744,405,11
C_266,10,2,50945,2165,5095,217,4
C_2660,1,2,1458,574,1458,574,39
C_2661,6,4,1180,276,197,46,23
C_2662,12,4,3387,918,282,76,27
C_2663,1,2,76,19,76,19,24
C_2664,5,2,3097,960,619,192,31
C_2665,6,2,3736,783,623,130,21
C_2666,1,1,200,46,200,46,23
C_2667,7,4,1547,645,221,92,42
C_2668,3,4,1343,380,448,127,28
C_2669,34,4,34935,10619,1028,312,30
C_267,6,4,2185,775,364,129,35
C_2670,3,2,2258,394,753,131,17
C_2671,20,4,5151,1545,258,77,30
C_2672,1,2,4338,546,4338,546,13
C_2673,2,2,936,245,468,122,26
C_2674,1,2,125,20,125,20,16
C_2675,28,4,35566,10967,1270,392,31
C_2676,4,2,638,74,160,19,12
C_2677,67,4,64721,16980,966,253,26
C_2678,18,2,18101,4449,1006,247,25
C_2679,15,4,9191,1594,613,106,17
C_268,118,4,49885,11680,423,99,23
C_2680,1,2,150,56,150,56,38
C_2681,16,4,3342,891,209,56,27
C_2682,6,2,1415,410,236,68,29
C_2683,5,4,3104,795,621,159,26
C_2684,8,4,2279,283,285,35,12
C_2685,3,4,7704,2277,2568,759,30
C_2686,12,4,22684,3996,1890,333,18
C_2687,15,4,4990,1504,333,100,30
C_2688,11,2,4577,755,416,69,16
C_2689,6,4,2200,318,367,53,14
C_269,16,4,2263,419,141,26,19
C_2690,2,2,1268,71,634,35,6
C_2691,3,2,10343,2475,3448,825,24
C_2692,4,4,1442,901,361,225,62
C_2693,4,2,1007,111,252,28,11
C_2694,1,2,62,7,62,7,11
C_2695,24,4,24666,4774,1028,199,19
C_2696,4,2,1234,514,309,129,42
C_2697,12,2,14164,3787,1180,316,27
C_2698,6,4,5151,1269,858,211,25
C_2699,3,2,1092,338,364,113,31
C_27,2,2,132,18,66,9,14
C_270,16,4,21356,5907,1335,369,28
C_2700,19,4,4474,998,235,53,22
C_2701,2,4,304,109,152,54,36
C_2702,1,2,3456,1177,3456,1177,34
C_2703,5,2,8974,2077,1795,415,23
C_2704,35,2,10758,3171,307,91,29
C_2705,7,2,3569,921,510,132,26
C_2706,33,4,26689,5402,809,164,20
C_2707,14,4,2024,531,145,38,26
C_2708,8,4,1005,70,126,9,7
C_2709,13,2,2888,615,222,47,21
C_271,15,2,3215,884,214,59,27
C_2710,3,2,2980,369,993,123,12
C_2711,5,2,4069,778,814,156,19
C_2712,15,4,29788,5784,1986,386,19
C_2713,15,2,6472,2433,431,162,38
C_2714,3,2,24404,2175,8135,725,9
C_2715,6,2,7105,1485,1184,248,21
C_2716,18,2,24749,3889,1375,216,16
C_2717,7,2,849,150,121,21,18
C_2718,2,2,191,44,96,22,23
C_2719,4,4,25760,1057,6440,264,4
C_272,52,4,16107,3367,310,65,21
C_2720,18,4,27055,3597,1503,200,13
C_2721,6,2,16592,1490,2765,248,9
C_2722,46,4,12990,2773,282,60,21
C_2723,7,4,1329,434,190,62,33
C_2724,5,2,1525,647,305,129,42
C_2725,1,2,1280,264,1280,264,21
C_2726,10,4,26120,2982,2612,298,11
C_2727,24,4,33438,8858,1393,369,26
C_2728,27,2,6576,1175,244,44,18
C_2729,47,4,73022,14328,1554,305,20
C_273,35,4,27327,3726,781,106,14
C_2730,3,4,1111,233,370,78,21
C_2731,15,4,81779,18221,5452,1215,22
C_2732,4,4,87,46,22,11,52
C_2733,39,2,25620,9023,657,231,35
C_2734,95,4,61570,12602,648,133,20
C_2735,2,2,18496,2302,9248,1151,12
C_2736,2,2,313,12,156,6,4
C_2737,34,2,25797,9317,759,274,36
C_2738,23,4,22349,4927,972,214,22
C_2739,5,4,18225,2224,3645,445,12
C_274,1,2,160,123,160,123,77
C_2740,2,2,1648,874,824,437,53
C_2741,42,4,101110,26201,2407,624,26
C_2742,7,4,861,197,123,28,23
C_2743,24,2,13764,2225,574,93,16
C_2744,7,2,17980,3152,2569,450,18
C_2745,2,2,1430,238,715,119,17
C_2746,3,2,393,56,131,19,14
C_2747,2,4,351,106,175,53,30
C_2748,33,4,18187,3112,551,94,17
C_2749,2,2,132,36,66,18,27
C_275,67,4,83309,16993,1243,254,20
C_2750,62,4,44303,9950,715,160,22
C_2751,2,2,1935,117,968,59,6
C_2752,15,2,7153,2054,477,137,29
C_2753,3,1,550,254,183,85,46
C_2754,18,4,27102,5087,1506,283,19
C_2755,1,2,640,43,640,43,7
C_2756,1,2,711,562,711,562,79
C_2757,6,4,2584,466,431,78,18
C_2758,2,2,783,346,392,173,44
C_2759,10,4,1884,653,188,65,35
C_276,2,2,567,249,284,124,44
C_2760,22,4,7951,2116,361,96,27
C_2761,6,4,31531,5208,5255,868,17
C_2762,22,4,13423,6636,610,302,49
C_2763,4,2,1825,505,456,126,28
C_2764,7,2,4662,875,666,125,19
C_2765,9,2,3594,908,399,101,25
C_2766,4,2,772,171,193,43,22
C_2767,12,2,10698,2720,891,227,25
C_2768,8,4,19762,3652,2470,456,18
C_2769,5,4,2997,537,599,107,18
C_277,9,2,2031,513,226,57,25
C_2770,24,2,19573,4908,816,205,25
C_2771,2,2,178,14,89,7,8
C_2772,5,4,276257,57532,55251,11506,21
C_2773,3,2,536,66,179,22,12
C_2774,4,2,2715,1038,679,259,38
C_2775,18,2,10520,2836,584,158,27
C_2776,1,2,136,74,136,74,54
C_2777,11,4,1027,216,93,20,21
C_2778,2,4,330,83,165,42,25
C_2779,20,4,11055,2561,553,128,23
C_278,11,4,7837,1136,712,103,14
C_2780,6,2,2940,1390,490,232,47
C_2781,1,2,165,25,165,25,15
C_2782,9,2,1926,519,214,58,27
C_2783,10,4,33760,6440,3376,644,19
C_2784,1,2,122,7,122,7,6
C_2785,39,4,35327,6776,906,174,19
C_2786,1,2,20496,1932,20496,1932,9
C_2787,8,2,1739,331,217,41,19
C_2788,54,4,55632,11522,1030,213,21
C_2789,1,2,1410,304,1410,304,22
C_279,11,4,23998,3677,2182,334,15
C_2790,1,2,1410,304,1410,304,22
C_2791,2,2,340,111,170,55,33
C_2792,5,2,500,132,100,26,26
C_2793,1,2,1160,380,1160,380,33
C_2794,18,2,10389,2410,577,134,23
C_2795,13,4,16377,2532,1260,195,15
C_2796,7,2,4048,761,578,109,19
C_2797,16,4,2097,435,131,27,21
C_2798,4,2,68574,8212,17144,2053,12
C_2799,1,2,2240,216,2240,216,10
C_28,25,4,4670,1038,187,42,22
C_280,8,4,3351,372,419,46,11
C_2800,4,2,658,296,165,74,45
C_2801,7,2,5615,1208,802,173,22
C_2802,4,2,1600,596,400,149,37
C_2803,2,2,284,27,142,13,9
C_2804,1,2,940,203,940,203,22
C_2805,3,2,6625,641,2208,214,10
C_2806,10,2,3231,1101,323,110,34
C_2807,4,2,2240,297,560,74,13
C_2808,4,2,2180,286,545,71,13
C_2809,4,2,2340,301,585,75,13
C_281,5,2,11280,5111,2256,1022,45
C_2810,9,2,2997,630,333,70,21
C_2811,15,2,51048,14276,3403,952,28
C_2812,1,2,462,19,462,19,4
C_2813,29,4,27585,4791,951,165,17
C_2814,23,4,28491,4802,1239,209,17
C_2815,5,4,1073,234,215,47,22
C_2816,5,2,523,80,105,16,15
C_2817,32,2,24072,5736,752,179,24
C_2818,46,4,19307,5256,420,114,27
C_2819,8,4,900,282,112,35,31
C_282,13,4,35030,10375,2695,798,30
C_2820,2,2,850,108,425,54,13
C_2821,7,2,5140,2750,734,393,54
C_2822,9,2,3295,767,366,85,23
C_2823,26,4,8583,2978,330,115,35
C_2824,5,2,4136,655,827,131,16
C_2825,2,4,2538,744,1269,372,29
C_2826,7,2,1482,863,212,123,58
C_2827,15,2,6212,1152,414,77,19
C_2828,3,4,2054,218,685,73,11
C_2829,3,4,368,144,123,48,39
C_283,63,4,51480,9555,817,152,19
C_2830,2,2,979,386,490,193,39
C_2831,5,4,1552,723,310,145,47
C_2832,76,4,83071,47251,1093,622,57
C_2833,4,2,285,142,71,35,50
C_2834,9,2,5295,1475,588,164,28
C_2835,5,2,1286,565,257,113,44
C_2836,3,2,6765,1002,2255,334,15
C_2837,1,2,240,98,240,98,41
C_2838,16,2,4028,985,252,62,24
C_2839,16,4,10407,1774,650,111,17
C_284,78,4,98017,13856,1257,178,14
C_2840,6,4,44021,7927,7337,1321,18
C_2841,1,2,6100,904,6100,904,15
C_2842,6,2,1255,490,209,82,39
C_2843,28,2,33561,6690,1199,239,20
C_2844,4,2,3783,394,946,98,10
C_2845,1,2,86,20,86,20,23
C_2846,3,2,427,58,142,19,14
C_2847,10,2,5714,808,571,81,14
C_2848,12,4,17763,1830,1480,152,10
C_2849,8,2,17523,1101,2190,138,6
C_285,35,2,58379,9975,1668,285,17
C_2850,12,4,7451,2077,621,173,28
C_2851,1,2,324,117,324,117,36
C_2852,5,2,703,365,141,73,52
C_2853,9,4,64635,11756,7182,1306,18
C_2854,4,2,3150,634,788,159,20
C_2855,9,4,95607,93494,10623,10388,98
C_2856,6,2,1841,189,307,31,10
C_2857,29,4,9102,2849,314,98,31
C_2858,29,4,54065,8041,1864,277,15
C_2859,9,4,6306,2927,701,325,46
C_286,22,4,121310,20735,5514,943,17
C_2860,13,2,2918,456,224,35,16
C_2861,8,4,32716,3573,4089,447,11
C_2862,1,2,70,50,70,50,71
C_2863,3,2,920,142,307,47,15
C_2864,1,3,775,71,775,71,9
C_2865,1,2,1110,81,1110,81,7
C_2866,2,2,594,92,297,46,15
C_2867,5,4,5310,1211,1062,242,23
C_2868,27,4,42411,33485,1571,1240,79
C_2869,24,2,36836,5908,1535,246,16
C_287,92,4,77005,15183,837,165,20
C_2870,17,4,18226,2622,1072,154,14
C_2871,1,2,5810,767,5810,767,13
C_2872,1,2,4150,548,4150,548,13
C_2873,8,2,10852,1786,1357,223,16
C_2874,2,2,4563,693,2281,347,15
C_2875,1,2,953,99,953,99,10
C_2876,2,2,236,155,118,77,65
C_2877,4,2,289,63,72,16,22
C_2878,3,2,2334,321,778,107,14
C_2879,10,4,4614,636,461,64,14
C_288,8,2,12938,3680,1617,460,28
C_2880,24,2,13212,3643,550,152,28
C_2881,1,2,1440,45,1440,45,3
C_2882,3,2,504,58,168,19,12
C_2883,11,2,3726,761,339,69,20
C_2884,17,4,18231,11020,1072,648,60
C_2885,5,4,1058,158,212,32,15
C_2886,2,2,807,393,404,196,49
C_2887,6,4,3441,1145,574,191,33
C_2888,2,2,25350,61,12675,30,0
C_2889,18,4,2979,825,165,46,28
C_289,67,4,98535,59552,1471,889,60
C_2890,4,4,1225,163,306,41,13
C_2891,3,2,21127,1710,7042,570,8
C_2892,25,4,12758,2724,510,109,21
C_2893,2,2,1076,179,538,90,17
C_2894,2,2,1073,257,536,128,24
C_2895,1,2,268,46,268,46,17
C_2896,6,2,7775,3301,1296,550,42
C_2897,6,4,2840,769,473,128,27
